Date,home_xg,away_xg,result,home_avg_gf_5,home_avg_ga_5,home_avg_pts_5,home_form_score,away_avg_gf_5,away_avg_ga_5,away_avg_pts_5,away_form_score,home_elo,away_elo,home_team_Aston Villa,home_team_Bournemouth,home_team_Brentford,home_team_Brighton,home_team_Burnley,home_team_Chelsea,home_team_Crystal Palace,home_team_Everton,home_team_Fulham,home_team_Leeds United,home_team_Liverpool,home_team_Manchester City,home_team_Manchester Utd,home_team_Newcastle Utd,home_team_Nott'ham Forest,home_team_Sunderland,home_team_Tottenham,home_team_West Ham,home_team_Wolves,away_team_Aston Villa,away_team_Bournemouth,away_team_Brentford,away_team_Brighton,away_team_Burnley,away_team_Chelsea,away_team_Crystal Palace,away_team_Everton,away_team_Fulham,away_team_Leeds United,away_team_Liverpool,away_team_Manchester City,away_team_Manchester Utd,away_team_Newcastle Utd,away_team_Nott'ham Forest,away_team_Sunderland,away_team_Tottenham,away_team_West Ham,away_team_Wolves
2025-08-31,0.7,2.4,1,2.0,1.0,2.0,4,0.5,4.0,0.0,0,1509.71225631668,1480.28774368332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-08-31,2.2,1.8,2,0.5,1.5,0.5,1,2.0,1.0,1.5,3,1489.71225631668,1500.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-09-13,1.8,0.2,2,2.0,0.3333333333333333,2.0,6,1.3333333333333333,1.6666666666666667,1.3333333333333333,4,1509.9917180729458,1498.8673697795948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-09-13,1.5,0.5,2,0.6666666666666666,1.0,0.6666666666666666,2,0.6666666666666666,2.6666666666666665,0.0,0,1490.56721209952,1470.5832654286248,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-13,0.9,0.8,2,0.6666666666666666,1.3333333333333333,0.6666666666666666,2,0.3333333333333333,1.6666666666666667,1.3333333333333333,4,1490.0,1499.7205315838,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-09-13,1.8,0.4,0,1.3333333333333333,0.3333333333333333,1.6666666666666667,5,1.6666666666666667,1.0,2.0,6,1509.9834506602879,1509.44982075502,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-13,2.0,0.4,0,1.6666666666666667,1.0,2.0,6,0.0,1.3333333333333333,0.3333333333333333,1,1509.7044782546952,1480.0165493397121,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-13,1.4,0.6,2,1.3333333333333333,1.3333333333333333,2.0,6,1.0,1.3333333333333333,1.3333333333333333,4,1510.5750112778453,1500.0082748727182,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-13,0.6,1.3,1,1.3333333333333333,2.6666666666666665,1.0,3,1.6666666666666667,0.3333333333333333,2.0,6,1491.1326302204052,1509.4249887221547,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-13,1.4,1.3,0,1.0,1.6666666666666667,1.0,3,2.3333333333333335,0.3333333333333333,2.3333333333333335,7,1490.2629116504547,1519.4245126333599,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-14,0.1,2.6,1,1.3333333333333333,2.0,1.0,3,2.6666666666666665,1.3333333333333333,3.0,9,1490.279006412737,1529.7205382437342,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025-09-14,2.7,1.2,2,1.6666666666666667,1.3333333333333333,1.0,3,1.3333333333333333,1.3333333333333333,1.3333333333333333,4,1489.7039814439618,1500.5837485484283,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-09-20,1.0,0.6,2,0.75,1.0,1.25,5,1.25,1.75,1.0,4,1500.2797064113495,1491.1002845202345,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-20,1.8,0.4,2,1.0,1.75,1.0,4,2.25,0.75,2.0,8,1490.2707059952372,1518.5871397635801,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-20,0.6,2.1,1,1.0,2.75,0.75,3,1.0,0.25,1.5,6,1481.6586406792599,1509.9680915690524,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-20,0.9,1.1,0,1.0,1.75,0.75,3,1.0,2.0,1.0,4,1481.4093733606703,1489.1874448906287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-09-20,1.8,0.5,1,0.5,2.25,0.0,0,0.25,1.5,1.0,4,1461.1578161810125,1489.4408251724506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-09-20,0.9,0.7,2,2.25,1.0,3.0,12,1.25,0.75,1.75,7,1538.590171295801,1508.852064592087,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2025-09-20,1.3,1.2,0,1.0,1.5,1.0,4,2.0,0.25,2.25,9,1490.3123162558584,1518.8989782633,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-09-21,0.5,0.2,0,1.5,1.25,2.25,9,0.75,0.75,1.25,5,1520.270969894705,1499.9926613471323,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-09-21,1.0,0.8,0,1.25,0.75,1.75,7,0.0,1.0,0.5,2,1509.4651798462555,1480.8689630023205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-21,0.9,0.9,0,2.25,0.25,2.25,9,2.0,1.0,1.5,6,1519.6716429619119,1500.0170239971528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-09-27,1.9,2.1,2,1.2,2.0,0.8,4,1.2,1.6,1.4,7,1481.3644280620365,1501.0839186947835,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-09-27,2.9,2.1,2,1.2,0.4,1.8,9,2.2,1.0,3.0,15,1519.1550785241,1547.7363239119254,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025-09-27,2.0,0.4,2,1.8,1.0,1.4,7,1.0,1.6,0.8,4,1500.5821267148638,1481.6332068626266,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-27,1.8,2.3,1,2.0,1.0,1.6,8,1.2,1.6,1.0,5,1507.7739270640338,1491.133254823414,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-27,1.8,0.7,0,0.8,1.4,1.4,7,1.2,1.0,2.0,10,1498.6285681606612,1519.6879751076851,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-27,1.6,1.6,1,1.0,1.8,1.0,5,1.2,0.8,1.6,8,1488.9636113886725,1508.6439681224206,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-09-27,0.8,1.1,0,2.0,0.6,2.0,10,0.6,2.4,0.0,0,1518.0780396957443,1451.970073192802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-09-28,1.1,1.1,2,0.2,1.0,0.6,3,1.2,1.0,1.6,8,1481.6901747261554,1510.0155628695475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025-09-28,0.6,2.0,1,0.6,0.6,1.2,6,2.0,0.4,2.0,10,1500.5756561341523,1519.106540244201,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-09-29,0.7,1.2,0,1.2,1.0,1.4,7,1.0,2.6,0.6,3,1499.7059119759624,1472.4716537242123,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-03,1.2,0.9,2,1.2,0.6,2.2,11,1.2,1.4,1.4,7,1519.0825778873761,1499.2020941472977,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025-10-04,1.7,0.6,1,1.0,1.8,1.0,5,1.6,0.8,1.6,8,1499.2339653809702,1516.1979341349402,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-10-04,2.8,0.4,2,2.2,0.6,2.0,10,1.2,2.2,0.8,4,1528.5736837102197,1473.2539171525332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-04,1.8,0.7,2,1.4,2.0,1.4,7,0.8,0.8,1.6,8,1490.5169548026347,1518.0781269809172,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-04,1.0,1.9,2,2.2,1.6,1.4,7,1.6,1.0,2.4,12,1497.2953359225548,1536.915540196721,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025-10-05,0.6,0.9,0,0.8,1.8,0.2,1,1.6,1.6,1.4,7,1453.850178753606,1501.611845964893,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-05,2.0,1.5,2,1.4,1.0,1.6,8,1.6,0.6,2.2,11,1498.9236485476415,1529.9758622393044,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-05,1.1,0.4,2,0.8,1.2,1.0,5,1.2,2.0,0.8,4,1492.5036434484052,1472.1780604942048,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-05,3.2,0.2,2,0.8,1.0,1.0,5,0.4,1.8,0.4,2,1491.1085126681335,1479.5294525301758,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-05,0.7,0.8,1,1.6,1.6,1.4,7,2.0,1.2,1.4,7,1491.9313919541853,1510.0372730832855,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-10-18,0.4,1.8,1,1.2,1.8,1.2,6,1.6,0.6,2.0,10,1489.773676776774,1536.9947731826644,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-18,2.3,1.1,2,2.2,0.8,2.0,10,1.4,1.2,1.6,8,1519.5166151747783,1509.8150309191826,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2025-10-18,4.4,2.0,0,1.6,0.8,2.0,10,1.6,0.8,2.2,11,1519.0844798677633,1528.5109952578998,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-18,0.9,1.4,2,1.8,1.4,1.6,8,0.8,0.4,1.6,8,1500.2457492460649,1500.7753638613428,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-10-18,0.5,2.4,2,1.0,2.4,0.2,1,1.2,1.2,1.0,5,1462.7624113125853,1489.7218400144304,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-10-18,0.6,0.8,2,0.8,0.8,1.6,8,1.0,1.8,0.4,2,1507.2865124836155,1455.2162754724343,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-10-18,2.2,1.7,1,0.2,2.0,0.2,1,1.6,1.6,1.4,7,1469.8626013369665,1508.4307794726435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-19,0.9,0.3,1,1.6,1.0,1.6,8,1.2,1.2,1.6,8,1525.71005950148,1501.9192926300248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-19,2.6,1.3,1,1.2,1.0,1.8,9,1.6,1.8,1.8,9,1525.7800966466323,1501.3085692999364,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-10-20,0.4,2.3,1,1.0,1.6,0.8,4,1.4,1.8,0.8,4,1464.8328276800885,1482.4520498626925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-24,1.5,0.6,2,1.2,1.6,0.8,4,0.4,2.0,0.2,1,1478.9474388957367,1455.339515379738,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-10-25,2.1,1.3,2,1.0,0.8,1.4,7,1.2,1.6,1.2,6,1490.7601203391725,1481.1245017463878,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025-10-25,0.9,1.2,1,1.8,1.6,1.4,7,0.8,0.6,1.6,8,1517.325235481029,1515.7989315029827,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-10-25,1.3,1.1,2,1.4,1.6,1.8,9,1.8,1.4,1.6,8,1512.0117540155277,1510.2609927682352,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-25,2.7,2.2,2,1.6,1.4,1.4,7,1.2,1.4,1.2,6,1491.945362163043,1515.076911931041,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025-10-26,0.6,0.4,2,2.0,1.4,1.8,9,0.2,2.0,0.2,1,1528.2397448903268,1460.968145328581,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-10-26,2.3,1.4,1,0.6,1.6,0.4,2,1.0,1.8,0.8,4,1446.7038564530671,1473.536812431279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-10-26,1.7,1.7,1,0.8,1.2,1.0,5,1.8,1.2,1.6,8,1500.0941924084148,1515.026374423621,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
