date,home_team,away_team,result,odds_home_win,odds_draw,odds_away_win,home_goals_scored_rolling,home_goals_conceded_rolling,home_shots_rolling,home_shots_on_target_rolling,home_fouls_rolling,home_corners_rolling,home_yellow_cards_rolling,home_red_cards_rolling,away_goals_scored_rolling,away_goals_conceded_rolling,away_shots_rolling,away_shots_on_target_rolling,away_fouls_rolling,away_corners_rolling,away_yellow_cards_rolling,away_red_cards_rolling,home_elo_before,away_elo_before,prob_home,prob_draw,prob_away,xG,xG.1
2022-04-30,Southampton,Crystal Palace,1,2.4,3.3,3.1,0.8,2.2,11.2,3.6,7.6,6.4,1.2,0.0,0.8,0.6,10.2,3.6,10.6,3.4,1.4,0.0,1476.6315565231264,1481.137634021842,0.3997655334114889,0.2907385697538101,0.3094958968347011,0.6,1.1
2022-04-30,Aston Villa,Norwich,2,1.4,4.5,9.0,0.4,1.8,11.2,4.8,10.4,7.4,2.0,0.0,1.0,1.6,11.0,3.2,9.6,3.8,0.6,0.0,1459.0387520509123,1389.0584380700943,0.6818181818181818,0.2121212121212121,0.10606060606060605,1.8,0.5
2022-05-01,Everton,Chelsea,2,5.0,3.6,1.75,1.0,1.6,11.6,2.6,9.6,4.2,2.6,0.2,2.2,1.8,20.6,7.0,10.2,6.6,1.0,0.0,1421.9364831741318,1583.9671614113759,0.19062027231467474,0.264750378214826,0.5446293494704992,0.8,0.8
2022-05-01,Tottenham,Leicester,2,1.44,4.75,7.0,2.4,0.6,12.2,3.0,10.4,4.4,1.8,0.0,1.0,1.0,9.4,2.6,11.8,4.8,1.8,0.0,1544.4363236520162,1497.0058001990071,0.6627466613514053,0.20091688259916285,0.13633645604943193,1.2,0.5
2022-05-01,West Ham,Arsenal,1,4.33,3.8,1.8,0.8,1.6,9.8,3.4,8.0,5.0,1.0,0.2,1.6,1.8,16.6,4.8,9.6,4.6,2.0,0.0,1506.2475330211773,1555.720772098611,0.22002058672156458,0.2507076685537828,0.5292717447246527,0.5,0.9
2022-05-02,Man United,Brentford,2,1.72,4.0,4.5,1.0,2.2,10.8,4.4,8.8,4.8,1.6,0.0,1.8,0.8,15.6,5.2,7.2,6.6,1.0,0.0,1525.6302853101288,1474.5206846300202,0.5518087063151441,0.23727774371551194,0.21091354996934394,2.0,0.6
2022-05-07,Brighton,Man United,2,2.8,3.5,2.45,1.6,1.2,9.4,4.6,10.4,3.8,2.4,0.0,1.6,2.0,10.2,4.6,7.6,4.0,1.4,0.0,1490.2288607706478,1534.1697528706202,0.33980582524271846,0.27184466019417475,0.3883495145631068,2.3,0.9
2022-05-07,Crystal Palace,Watford,2,1.65,4.0,5.0,1.2,0.8,11.6,4.4,11.6,4.4,1.4,0.0,0.6,2.8,9.6,2.0,9.4,4.2,1.2,0.0,1491.007945957363,1377.0357092793408,0.5738880918220947,0.23672883787661403,0.18938307030129126,2.2,0.4
2022-05-07,Liverpool,Tottenham,0,1.4,5.0,7.0,2.2,0.4,16.4,5.2,8.4,7.8,2.2,0.0,2.4,0.6,11.4,3.6,11.6,4.8,2.2,0.0,1658.1015705547459,1553.0795813608456,0.6756756756756757,0.1891891891891892,0.13513513513513511,1.3,0.9
2022-05-07,Chelsea,Wolves,0,1.33,5.0,9.5,2.0,1.2,19.8,6.4,10.4,5.8,2.0,0.0,0.8,1.8,10.2,4.0,10.8,4.2,1.8,0.2,1569.614611209262,1488.120101497529,0.7112375533428166,0.18918918918918923,0.09957325746799432,1.7,2.0
2022-05-07,Brentford,Southampton,2,2.15,3.5,3.3,1.6,1.0,15.0,4.8,6.4,7.2,0.6,0.0,0.8,2.4,10.0,3.0,8.8,6.2,1.2,0.0,1465.9812170695288,1466.7612445876052,0.44134505158578524,0.2711119602598395,0.28754298815437523,2.6,1.4
2022-05-07,Burnley,Aston Villa,1,3.0,3.3,2.4,1.2,0.8,14.8,4.4,8.8,6.0,2.0,0.0,0.6,1.4,12.8,4.6,13.0,6.4,2.8,0.0,1467.098816200536,1467.051360340268,0.31654676258992803,0.2877697841726619,0.3956834532374101,1.9,2.1
2022-05-08,Arsenal,Leeds,2,1.45,4.5,7.0,2.0,1.4,16.8,5.6,8.4,5.6,2.0,0.0,1.4,1.4,10.6,3.6,13.2,4.6,1.6,0.0,1564.3063646405026,1449.8929688857522,0.6538661131292164,0.21069019200830302,0.13544369486248053,2.0,0.3
2022-05-08,Leicester,Everton,1,2.6,3.3,2.75,1.0,1.4,8.4,2.4,12.2,4.4,2.0,0.0,1.0,1.2,10.8,3.0,9.0,4.0,3.0,0.0,1488.3625424901777,1436.2890333762457,0.3658536585365854,0.2882483370288249,0.34589800443458985,1.5,1.1
2022-05-08,Norwich,West Ham,1,4.5,3.8,1.75,0.8,1.6,10.4,3.0,9.6,4.0,0.6,0.0,0.8,1.4,10.2,3.8,8.2,5.0,1.2,0.2,1381.0458297807386,1497.6619404792857,0.2102766798418972,0.24901185770750986,0.5407114624505929,0.8,3.0
2022-05-08,Man City,Newcastle,2,1.16,7.0,17.0,3.2,0.6,17.2,6.0,7.8,7.2,0.8,0.0,1.4,0.4,11.6,4.8,9.8,1.8,1.4,0.0,1650.3441455185796,1503.846403130425,0.8104058839553255,0.13429583219831107,0.05529828384636338,3.1,0.8
2022-05-10,Aston Villa,Liverpool,1,7.5,4.75,1.4,1.2,1.4,13.6,5.8,12.6,6.2,2.6,0.0,2.0,0.6,16.8,5.2,9.0,8.2,2.6,0.0,1477.0527262297148,1655.1676152782309,0.12600663192799622,0.19895783988630983,0.6750355281856941,1.4,1.8
2022-05-11,Leeds,Chelsea,1,4.75,4.2,1.65,1.0,1.4,8.2,2.8,13.4,4.0,1.2,0.2,1.2,1.6,18.8,4.8,9.8,7.0,2.2,0.0,1443.071959373935,1567.3111016765286,0.19961114711600778,0.22575070209548498,0.5746381507885073,0.4,1.3
2022-05-11,Leicester,Norwich,2,1.44,4.75,7.0,0.8,1.6,9.2,3.6,12.2,5.0,2.4,0.0,0.8,2.4,10.8,3.4,8.8,5.4,0.6,0.0,1476.8748694150638,1374.2816969927078,0.6627466613514053,0.20091688259916285,0.13633645604943193,2.0,1.1
2022-05-11,Watford,Everton,0,4.2,3.6,1.83,0.6,2.6,9.8,1.8,11.4,4.6,1.2,0.2,1.0,0.8,9.6,3.0,7.0,3.0,2.6,0.0,1370.2032808002705,1447.7767064513596,0.2241273729332517,0.2614819350887937,0.5143906919779547,0.3,0.7
2022-05-11,Wolves,Man City,1,11.0,6.0,1.25,0.8,1.6,10.2,3.2,10.4,4.4,2.2,0.0,3.8,0.6,17.8,6.6,7.8,7.2,1.0,0.0,1490.4236110302625,1656.3609129505571,0.08595988538681948,0.15759312320916904,0.7564469914040115,0.5,2.3
2022-05-12,Tottenham,Arsenal,2,2.05,3.75,3.5,1.6,0.6,9.2,3.0,11.2,5.4,2.2,0.0,2.2,1.2,16.6,6.6,8.6,5.0,1.8,0.0,1556.0135366373606,1571.1273741523198,0.4689593568557392,0.25636444841447076,0.27467619472979005,2.7,0.5
2022-05-15,West Ham,Man City,0,7.5,5.0,1.4,1.2,1.2,10.6,3.8,7.8,5.6,1.2,0.2,4.4,0.4,18.8,6.6,8.0,6.8,1.0,0.0,1504.4260732673165,1661.9176704866477,0.12727272727272726,0.19090909090909092,0.6818181818181818,1.1,2.4
2022-05-15,Tottenham,Burnley,2,1.33,5.25,9.0,1.4,0.6,10.2,3.2,10.0,5.2,1.8,0.0,1.4,1.0,14.0,4.8,9.4,5.4,2.0,0.0,1566.448273659436,1457.0974503110892,0.7137192704203014,0.18080888183980967,0.10547184773988898,2.2,0.7
2022-05-15,Wolves,Norwich,0,1.45,4.75,6.5,0.6,2.4,9.4,2.8,7.8,4.8,1.4,0.0,0.4,3.0,9.2,3.2,7.4,4.6,0.4,0.0,1484.866853494172,1367.151632696353,0.6543046357615894,0.1997350993377483,0.14596026490066225,0.9,1.1
2022-05-15,Leeds,Brighton,0,2.62,3.5,2.62,0.8,1.8,6.8,2.2,12.6,3.4,1.2,0.4,2.0,1.0,11.2,5.2,9.2,4.8,1.6,0.0,1436.502845287982,1501.48688103088,0.36382536382536385,0.27234927234927236,0.36382536382536385,1.6,2.2
2022-05-15,Everton,Brentford,1,2.05,3.6,3.5,0.8,0.8,11.4,3.4,8.6,4.6,2.6,0.0,1.4,0.8,15.2,4.6,7.4,6.6,0.6,0.0,1445.5803403661218,1476.0036680284984,0.46400294605045106,0.2642238998342846,0.27177315411526415,2.1,1.4
2022-05-15,Aston Villa,Crystal Palace,0,2.0,3.5,3.75,1.2,1.4,12.4,5.6,13.0,4.8,2.0,0.0,0.8,0.8,13.4,4.8,11.6,6.0,1.8,0.0,1471.7728455522033,1497.8403744364334,0.4751131221719457,0.27149321266968324,0.25339366515837103,1.0,1.4
2022-05-15,Watford,Leicester,1,3.8,3.5,1.95,0.6,2.0,9.4,1.6,10.8,4.2,1.0,0.2,1.2,1.2,11.6,4.8,12.2,6.0,2.0,0.0,1372.3996468855082,1484.0049337114185,0.24786635191574355,0.2691120392228073,0.483021608861449,1.4,2.5
2022-05-16,Newcastle,Arsenal,2,4.33,3.6,1.83,1.2,1.4,10.6,4.6,10.8,2.0,1.8,0.0,2.2,1.6,13.6,6.2,10.4,3.8,2.2,0.2,1497.8296356984474,1560.6926371302445,0.2188711590403955,0.2632533662902535,0.517875474669351,1.6,0.6
2022-05-17,Southampton,Liverpool,1,7.5,5.5,1.33,0.8,1.8,13.0,3.6,8.4,7.0,1.2,0.0,2.0,0.4,19.0,5.6,9.2,8.6,1.8,0.0,1456.7387936286357,1660.4474959557424,0.12495729415784079,0.17039631021523746,0.7046463956269218,0.1,1.3
2022-05-19,Everton,Crystal Palace,2,1.9,3.4,4.33,1.0,1.2,10.8,3.8,8.6,4.6,2.0,0.4,0.8,0.6,14.4,5.0,12.2,6.2,2.2,0.0,1436.453762886686,1497.0914953277747,0.5005950559352579,0.2797442959638206,0.21966064810092148,0.8,1.1
2022-05-19,Aston Villa,Burnley,0,2.05,3.5,3.6,1.4,0.8,13.2,4.8,12.8,3.2,1.8,0.0,1.2,1.0,13.8,4.8,9.0,5.0,2.0,0.0,1472.521724660862,1450.144853710602,0.46400294605045106,0.27177315411526415,0.2642238998342846,1.5,1.6
2022-05-19,Chelsea,Leicester,0,1.4,4.75,8.0,1.4,0.8,20.0,5.2,11.2,6.8,1.6,0.0,2.0,1.2,12.0,5.6,10.0,5.8,2.0,0.0,1573.8802157624816,1490.898784621814,0.6803939122649956,0.20053715308863027,0.11906893464637423,1.6,0.1
2022-05-22,Crystal Palace,Man United,2,3.0,3.6,2.25,1.2,1.0,13.8,5.6,12.4,6.2,2.6,0.0,1.0,2.4,9.2,3.8,8.0,4.0,1.8,0.0,1485.3637086643405,1522.9117326103878,0.3157894736842105,0.2631578947368421,0.42105263157894735,0.6,0.7
2022-05-22,Norwich,Tottenham,1,9.5,6.5,1.25,0.2,2.6,8.4,2.8,8.2,3.8,1.0,0.0,1.6,0.4,13.4,4.8,9.6,6.0,1.8,0.0,1370.4157933405831,1573.400870259923,0.09938837920489296,0.1452599388379205,0.7553516819571866,0.5,3.4
2022-05-22,Man City,Aston Villa,2,1.16,8.0,17.0,4.2,0.8,21.6,7.2,6.6,7.2,1.2,0.0,1.6,1.0,15.4,6.0,11.8,4.6,1.4,0.0,1657.6716147066657,1471.878555608247,0.8242424242424243,0.11951515151515152,0.05624242424242425,3.4,0.2
2022-05-22,Liverpool,Wolves,2,1.14,8.5,15.0,1.6,0.6,21.0,5.6,9.8,8.4,1.6,0.0,0.8,2.4,11.8,3.2,6.2,5.4,1.2,0.0,1665.1750528168166,1481.6026928499418,0.8263659342796034,0.11083025471514679,0.06280381100524984,2.7,1.3
2022-05-22,Leicester,Southampton,2,1.85,4.0,3.8,2.2,1.4,11.4,5.4,8.4,4.4,1.6,0.0,0.8,2.2,12.0,3.4,8.4,6.0,1.2,0.0,1493.2427801561341,1452.0112367675615,0.5129935875801552,0.2372595342558218,0.24974687816402294,3.4,1.1
2022-05-22,Brighton,West Ham,2,2.37,3.5,2.9,2.0,1.2,12.0,5.4,8.8,4.2,1.4,0.0,1.6,1.2,10.8,4.0,8.4,5.2,1.6,0.2,1499.638000196714,1508.6721290472985,0.40090054506675094,0.2714669405166285,0.32763251441662067,1.6,0.2
2022-05-22,Brentford,Leeds,1,2.45,3.8,2.62,1.6,1.2,15.8,4.6,8.6,6.2,1.2,0.0,0.4,2.0,8.6,2.2,13.4,3.4,1.8,0.4,1485.1302455079342,1438.351726122148,0.3876192330153786,0.2499124002335994,0.362468366751022,0.8,1.3
2022-05-22,Arsenal,Everton,2,1.36,4.75,9.0,1.4,1.6,13.0,5.8,10.8,5.2,2.6,0.2,1.6,1.2,11.4,4.8,8.8,5.2,1.4,0.4,1548.9027836123155,1448.1815495501203,0.6956875508543532,0.19918633034987795,0.10512611879576893,4.2,1.1
2022-05-22,Chelsea,Watford,2,1.18,7.5,15.0,1.4,1.0,18.8,5.6,11.6,7.4,2.2,0.0,0.6,2.6,8.6,1.8,9.4,4.4,0.6,0.2,1571.5362202281615,1365.5057959751127,0.8090614886731391,0.12729234088457386,0.06364617044228693,2.2,0.6
2022-05-22,Burnley,Newcastle,1,2.25,3.4,3.2,1.0,1.2,12.6,4.6,11.6,4.2,1.8,0.2,1.2,1.2,10.6,4.0,11.0,3.8,1.4,0.0,1450.788022763217,1509.6194892163765,0.42285270112708895,0.27982899339292655,0.29731830547998445,1.6,1.8
2022-08-05,Crystal Palace,Arsenal,1,4.2,3.6,1.85,1.4,1.0,11.6,4.8,12.4,5.6,2.6,0.0,1.8,1.6,15.4,6.2,10.6,7.4,2.0,0.2,1496.4402397987835,1556.0823649768397,0.2253807106598985,0.2629441624365483,0.5116751269035533,1.2,1.0
2022-08-06,Tottenham,Southampton,2,1.33,5.5,8.5,2.6,0.4,15.4,7.4,9.6,4.8,1.8,0.0,1.0,2.6,11.2,3.2,8.0,4.6,1.0,0.0,1578.143481447453,1443.1924360416672,0.7151598592626587,0.17293865687624294,0.11190148386109836,1.5,0.5
2022-08-06,Newcastle,Nott'm Forest,2,1.66,3.8,5.25,1.4,1.4,9.6,4.4,10.4,3.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.9421839718927,1500.0,0.5704400537557545,0.24919223400909268,0.1803677122351528,1.7,0.3
2022-08-06,Everton,Chelsea,1,5.5,4.0,1.61,1.6,2.2,10.8,4.4,8.8,5.0,1.0,0.4,1.6,1.0,18.4,6.0,11.0,6.2,2.0,0.0,1441.001968185596,1576.2156989903237,0.17267730258747824,0.23743129105778257,0.5898914063547392,0.7,1.5
2022-08-06,Leeds,Wolves,2,2.25,3.4,3.2,0.8,2.2,9.6,3.0,13.4,3.2,1.6,0.4,1.0,2.8,11.2,3.4,5.4,4.8,1.0,0.0,1449.6900429965976,1476.443986049911,0.42285270112708895,0.27982899339292655,0.29731830547998445,0.8,1.3
2022-08-06,Fulham,Liverpool,0,11.0,6.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.8,23.2,6.4,9.4,6.8,1.4,0.0,1500.0,1670.3337596168474,0.08595988538681948,0.15759312320916904,0.7564469914040115,1.2,1.2
2022-08-06,Bournemouth,Aston Villa,2,3.75,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,12.0,5.2,10.8,4.4,0.8,0.0,1500.0,1466.7686331344846,0.25339366515837103,0.27149321266968324,0.4751131221719457,0.6,0.7
2022-08-07,Leicester,Brentford,0,2.0,3.75,3.5,2.8,1.0,12.6,6.2,8.8,4.4,1.0,0.0,1.4,1.4,15.4,4.6,9.0,5.8,1.4,0.2,1502.0615808820285,1473.7919286334845,0.4751131221719458,0.2533936651583711,0.2714932126696833,0.6,0.8
2022-08-07,Man United,Brighton,1,1.6,4.2,5.25,1.0,1.8,10.8,4.4,11.2,4.8,2.2,0.0,2.6,0.8,15.2,6.6,9.2,4.4,1.0,0.0,1511.8352014759448,1509.8979647404988,0.5932203389830508,0.22598870056497172,0.18079096045197737,1.4,1.5
2022-08-07,West Ham,Man City,1,8.0,5.0,1.36,1.6,1.6,8.0,2.8,8.4,3.8,1.4,0.2,3.8,1.0,22.2,6.6,5.8,7.6,1.0,0.0,1498.4121645035138,1662.7815371804281,0.11789181692094314,0.18862690707350901,0.6934812760055478,0.5,2.2
2022-08-13,Arsenal,Leicester,2,1.53,4.33,5.75,1.8,1.4,14.8,5.2,11.0,7.0,2.0,0.2,3.0,1.0,12.2,5.4,7.8,4.2,0.4,0.0,1564.3823924401797,1501.2497057730216,0.6174990513369328,0.21819250543776147,0.1643084432253056,2.7,0.5
2022-08-13,Brighton,Newcastle,0,2.45,3.2,3.0,2.6,0.6,16.6,6.4,9.2,3.6,1.0,0.0,1.2,1.4,11.6,5.0,10.2,5.4,0.8,0.0,1519.953722318029,1527.4262249888543,0.3872529245663574,0.2964905203711174,0.3162565550625252,1.5,0.2
2022-08-13,Man City,Bournemouth,2,1.06,13.0,29.0,3.4,1.0,21.2,5.8,6.0,7.2,0.8,0.0,2.0,0.0,7.0,3.0,18.0,5.0,3.0,0.0,1668.3745863960578,1509.046430499742,0.8943822357183525,0.07292655152780414,0.032691212753843235,1.7,0.1
2022-08-13,Aston Villa,Everton,2,1.8,3.5,4.75,1.0,1.8,12.6,4.2,11.8,4.4,1.0,0.0,1.2,2.2,10.4,4.4,10.4,5.6,1.6,0.4,1457.7222026347426,1434.7084681173428,0.5281969817315331,0.27164416203335984,0.20015885623510724,2.3,1.6
2022-08-13,Southampton,Leeds,0,2.25,3.5,3.1,0.8,3.0,9.6,2.6,7.8,3.8,1.0,0.0,1.2,1.6,10.6,3.4,13.4,3.8,1.8,0.4,1436.8924121516895,1460.4585649625171,0.42217898832684825,0.2714007782101167,0.306420233463035,1.2,1.8
2022-08-13,Wolves,Fulham,0,2.3,3.3,3.2,1.2,2.6,12.0,4.4,6.0,4.2,0.6,0.0,2.0,2.0,9.0,3.0,7.0,4.0,2.0,0.0,1465.6754640839915,1504.544227429673,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.9,1.5
2022-08-13,Brentford,Man United,2,3.75,3.5,2.0,1.8,1.8,14.0,4.8,8.4,4.6,1.0,0.2,1.0,1.6,11.4,4.4,10.2,4.6,2.2,0.0,1474.6038037424914,1501.7794438984147,0.25339366515837103,0.27149321266968324,0.4751131221719457,1.6,0.9
2022-08-14,Nott'm Forest,West Ham,2,4.2,3.6,1.85,0.0,2.0,5.0,0.0,14.0,1.0,3.0,0.0,1.6,1.8,8.0,2.6,8.2,3.8,1.4,0.0,1490.5159589830384,1492.8191152878842,0.2253807106598985,0.2629441624365483,0.5116751269035533,1.3,2.1
2022-08-14,Chelsea,Tottenham,0,2.25,3.4,3.2,1.8,0.8,18.0,6.2,10.8,7.8,1.4,0.0,2.8,0.4,16.4,7.6,9.2,5.4,2.0,0.0,1582.509199058577,1584.4435053374307,0.42285270112708895,0.27982899339292655,0.29731830547998445,1.6,1.0
2022-08-15,Liverpool,Crystal Palace,0,1.18,6.75,16.0,2.0,1.2,20.6,5.2,9.0,6.4,0.8,0.0,1.0,1.2,10.8,4.2,13.4,4.8,2.2,0.0,1665.7895321871745,1488.1402123354435,0.8009195743260781,0.14001260706737362,0.05906781860654825,2.0,1.0
2022-08-20,Leicester,Southampton,1,1.83,4.0,4.0,2.8,1.8,9.4,4.2,7.6,2.6,0.6,0.0,1.0,3.0,10.8,2.8,7.2,3.0,1.0,0.0,1493.0470717439343,1437.5696622523103,0.5221932114882506,0.23890339425587467,0.23890339425587467,0.3,0.9
2022-08-20,Fulham,Brentford,2,2.45,3.4,2.9,1.0,1.0,9.0,3.0,10.5,3.5,2.5,0.0,2.6,1.2,14.2,5.4,8.4,4.6,1.0,0.2,1503.430138461167,1485.3843903086442,0.3898003558015417,0.2808855505040522,0.329314093694406,2.4,1.8
2022-08-20,Bournemouth,Arsenal,1,8.0,4.75,1.4,1.0,2.0,5.0,2.0,13.5,3.0,3.0,0.0,2.2,1.6,14.8,4.8,11.4,6.6,1.8,0.2,1503.3357190522659,1572.585026469267,0.11906893464637423,0.20053715308863027,0.6803939122649956,0.3,1.3
2022-08-20,Crystal Palace,Aston Villa,2,2.5,3.25,2.9,1.0,1.4,9.2,3.4,12.8,3.6,2.6,0.0,1.2,1.6,13.2,4.2,11.6,5.0,1.8,0.0,1492.8499104059251,1467.060781174238,0.3800403225806452,0.2923387096774194,0.3276209677419355,2.6,0.9
2022-08-20,Tottenham,Wolves,2,1.4,4.75,7.5,3.0,0.6,16.8,8.0,9.4,5.4,1.6,0.0,0.8,2.2,10.6,3.8,5.2,4.6,0.6,0.0,1584.3878321026032,1466.7895530524975,0.6750355281856939,0.19895783988630977,0.1260066319279962,1.7,0.7
2022-08-20,Everton,Nott'm Forest,0,1.9,3.6,4.0,1.4,2.6,10.2,4.2,9.4,4.6,1.4,0.4,0.5,1.0,9.0,3.0,12.0,3.5,3.5,0.0,1425.3698895778475,1500.5822481792197,0.49930651872399445,0.2635228848821082,0.23717059639389737,1.5,1.0
2022-08-21,Leeds,Chelsea,2,5.75,4.5,1.53,1.4,1.6,12.6,4.0,12.8,4.4,2.0,0.2,1.8,0.8,17.4,5.6,11.2,7.6,1.8,0.0,1459.7813148618964,1582.5648722934045,0.16567406605305904,0.21169463995668653,0.6226312939902545,2.1,0.9
2022-08-21,West Ham,Brighton,1,2.3,3.4,3.1,1.4,1.6,10.2,3.0,8.8,4.6,1.2,0.0,2.0,0.6,15.8,6.0,10.0,4.4,1.2,0.0,1482.752826091703,1520.1687650768579,0.41349548842683415,0.2797175362887407,0.3067869752844253,0.8,1.7
2022-08-21,Newcastle,Man City,0,7.5,5.0,1.36,1.2,1.2,11.6,4.8,9.2,6.0,1.2,0.0,3.2,1.0,20.8,5.4,6.6,7.8,0.6,0.0,1527.2111822300253,1674.085297843534,0.12477064220183487,0.1871559633027523,0.6880733944954128,1.8,2.1
2022-08-22,Man United,Liverpool,2,5.25,4.33,1.6,0.8,2.2,13.2,4.6,11.4,4.6,3.0,0.0,2.0,1.2,21.0,5.4,8.0,5.0,0.6,0.2,1490.9988573322619,1661.0798341166928,0.18202598494502173,0.22070125195412565,0.5972727631008525,1.8,1.3
2022-08-27,Brentford,Everton,0,2.0,3.5,3.75,2.4,1.8,13.2,5.4,7.4,4.4,1.4,0.2,1.2,2.2,12.0,4.8,9.0,4.8,2.0,0.0,1475.9033221272625,1427.5014812672305,0.4751131221719457,0.27149321266968324,0.25339366515837103,2.1,1.1
2022-08-27,Man City,Crystal Palace,2,1.18,7.5,13.0,2.8,1.4,21.8,6.4,6.0,8.4,0.8,0.0,1.4,1.4,9.4,4.4,13.0,3.4,2.4,0.0,1670.0929550799215,1502.1089998214336,0.8012162051113485,0.12605801627085214,0.07272577861779932,2.2,0.1
2022-08-27,Liverpool,Bournemouth,2,1.1,10.0,26.0,1.8,1.4,21.0,5.2,7.0,6.0,0.8,0.2,0.6666666666666666,2.3333333333333335,5.333333333333333,1.6666666666666667,13.0,3.0,2.6666666666666665,0.0,1646.541381843119,1495.3028933033243,0.8678237650200267,0.09546061415220294,0.036715620827770364,3.3,0.3
2022-08-27,Southampton,Man United,1,4.2,4.0,1.8,1.4,2.6,8.8,2.6,8.4,2.6,1.4,0.0,0.6,2.4,13.8,4.4,12.8,5.2,3.4,0.0,1449.1529966772925,1505.5373096058356,0.22813688212927755,0.23954372623574144,0.532319391634981,1.4,1.1
2022-08-27,Brighton,Leeds,2,1.9,3.8,3.8,1.6,0.6,14.6,5.2,8.8,3.8,1.2,0.0,2.0,1.0,14.0,5.2,14.0,5.0,1.8,0.0,1529.0959917480432,1473.1751841485957,0.5,0.25,0.25,2.0,1.8
2022-08-27,Arsenal,Fulham,2,1.3,5.75,9.0,2.8,1.0,16.0,5.2,10.4,7.0,1.4,0.0,1.6666666666666667,1.3333333333333333,12.0,5.0,11.333333333333334,4.333333333333333,2.6666666666666665,0.0,1580.6178522182086,1512.9112066425487,0.7296439901304195,0.16496298907296442,0.10539302079661615,2.6,0.8
2022-08-27,Chelsea,Leicester,2,1.4,5.0,7.0,1.2,1.4,16.8,5.4,11.4,7.8,2.0,0.2,2.0,2.0,8.0,3.0,8.6,2.4,0.8,0.0,1569.1710030067052,1481.463737318952,0.6756756756756757,0.1891891891891892,0.13513513513513511,1.8,2.5
2022-08-28,Aston Villa,West Ham,1,2.3,3.4,3.1,1.2,2.0,13.2,4.4,12.2,5.2,1.8,0.0,0.6,2.0,10.2,2.6,9.4,4.6,1.4,0.0,1457.8016917587295,1473.8255994205176,0.41349548842683415,0.2797175362887407,0.3067869752844253,0.5,0.6
2022-08-28,Wolves,Newcastle,0,2.7,3.3,2.7,0.6,1.4,13.2,3.8,6.4,4.6,1.0,0.0,1.8,0.8,12.6,5.4,9.8,6.6,1.4,0.0,1460.0507061355045,1531.2035249936378,0.3548387096774194,0.2903225806451613,0.3548387096774194,0.7,1.7
2022-08-28,Nott'm Forest,Tottenham,1,7.0,4.6,1.44,0.6666666666666666,1.0,10.666666666666666,3.6666666666666665,11.0,3.0,3.0,0.0,2.6,0.6,15.8,7.6,9.8,6.6,1.8,0.0,1498.4506564898368,1591.1266790195962,0.1354490430230656,0.20611810894814334,0.6584328480287911,0.9,2.4
2022-08-30,Crystal Palace,Brentford,0,2.05,3.4,3.6,1.4,1.6,8.4,3.8,12.0,2.6,2.2,0.0,2.0,1.6,13.4,5.0,7.4,5.6,1.2,0.2,1496.5993959978832,1474.5191481641527,0.4603234298608499,0.27754795035727714,0.26212861978187285,1.0,1.4
2022-08-30,Fulham,Brighton,2,3.1,3.3,2.3,1.5,1.5,11.75,4.5,11.5,3.75,2.75,0.0,1.6,0.4,14.0,4.8,9.2,4.6,1.2,0.0,1504.8356607164906,1537.500217757283,0.30420841683366734,0.28577154308617236,0.41002004008016035,0.7,1.4
2022-08-30,Southampton,Chelsea,2,5.25,4.0,1.61,1.2,2.4,11.4,3.2,8.0,3.4,1.0,0.0,1.4,1.4,14.2,4.6,10.8,7.2,1.4,0.4,1440.761768927301,1576.698876834912,0.17942467089224767,0.23549488054607506,0.5850804485616772,1.1,1.1
2022-08-30,Leeds,Everton,0,2.15,3.5,3.3,1.8,1.0,12.2,4.6,13.6,4.0,1.8,0.0,0.8,2.0,12.4,5.0,8.8,5.0,2.0,0.0,1464.7709581393558,1428.8856552303403,0.44134505158578524,0.2711119602598395,0.28754298815437523,1.0,1.0
2022-08-31,Liverpool,Newcastle,2,1.33,5.25,9.0,3.2,1.2,20.0,6.6,7.0,5.8,0.8,0.2,1.6,1.0,13.6,5.8,9.8,6.8,1.6,0.0,1652.4439765526006,1529.1837406582183,0.7137192704203014,0.18080888183980967,0.10547184773988898,1.5,0.7
2022-08-31,West Ham,Tottenham,0,3.6,3.8,1.95,0.4,1.6,10.4,2.6,9.6,4.2,0.8,0.0,2.8,0.6,15.2,7.4,10.0,5.2,1.4,0.0,1483.3647210161928,1598.5207627244731,0.263607257203842,0.2497331910352187,0.4866595517609391,1.2,0.6
2022-08-31,Man City,Nott'm Forest,2,1.06,13.0,29.0,3.2,1.4,19.2,5.8,7.8,7.8,0.8,0.0,0.5,1.25,12.25,3.0,11.0,3.75,3.75,0.0,1675.6025589034718,1491.0565727849598,0.8943822357183525,0.07292655152780414,0.032691212753843235,3.3,0.7
2022-08-31,Bournemouth,Wolves,0,3.5,3.3,2.15,0.5,4.0,5.25,1.75,11.0,2.5,2.25,0.0,0.6,1.4,11.8,3.8,7.4,4.4,1.4,0.0,1489.4002985938428,1462.070490470924,0.2711119602598395,0.28754298815437523,0.44134505158578524,0.4,1.5
