iter	Logloss
0	0.6711228772
1	0.6467925756
2	0.6307146411
3	0.6108857772
4	0.6001869798
5	0.5832741559
6	0.5626509533
7	0.5504944446
8	0.5345155786
9	0.5207206241
10	0.5050652099
11	0.4868346503
12	0.4708701653
13	0.4612370964
14	0.4512358315
15	0.4409430023
16	0.4338333363
17	0.4274326088
18	0.4174581984
19	0.4084669785
20	0.4050968476
21	0.3934634779
22	0.3870984999
23	0.380458927
24	0.3640329669
25	0.3572342102
26	0.3478972393
27	0.3454180386
28	0.3371512757
29	0.3352884231
30	0.3331378651
31	0.3275968615
32	0.3219613582
33	0.3190014939
34	0.312515493
35	0.3061029549
36	0.3010728806
37	0.2968798713
38	0.29155004
39	0.2876897367
40	0.2841475525
41	0.2795272869
42	0.2749291794
43	0.2711682667
44	0.2659678336
45	0.2614770555
46	0.2560815243
47	0.25017567
48	0.2471405186
49	0.2439869287
50	0.2418539262
51	0.2379027164
52	0.2354538244
53	0.2337014687
54	0.2297761953
55	0.2259128453
56	0.22345547
57	0.218399902
58	0.2137804569
59	0.2091279497
60	0.2072481952
61	0.2030255259
62	0.2007317982
63	0.1981855285
64	0.1968770131
65	0.1942248468
66	0.1910346632
67	0.1874440617
68	0.18276561
69	0.1794341153
70	0.178307606
71	0.1766923919
72	0.1722897718
73	0.1692363684
74	0.1660367115
75	0.1637400167
76	0.160428089
77	0.159568148
78	0.1578840386
79	0.1539412906
80	0.1520848091
81	0.150117275
82	0.1468084721
83	0.1448025991
84	0.1413942519
85	0.1386940726
86	0.1353623838
87	0.1323712826
88	0.1297343608
89	0.1273430622
90	0.1259102624
91	0.1234524979
92	0.1211026226
93	0.118894745
94	0.117995461
95	0.1162089934
96	0.1132937685
97	0.1127577354
98	0.1111953753
99	0.1102704673
100	0.1087980173
101	0.1066874409
102	0.1052667361
103	0.1045889694
104	0.1025963629
105	0.1016784014
106	0.1005996768
107	0.09966704508
108	0.09791319693
109	0.09631662811
110	0.09488360465
111	0.09360813126
112	0.09232069229
113	0.09140221968
114	0.09001075039
115	0.08887092804
116	0.08764810895
117	0.08674643487
118	0.08514730747
119	0.0833488071
120	0.08236594369
121	0.0813492312
122	0.08034037669
123	0.0797574544
124	0.07798150708
125	0.07698019351
126	0.07640359111
127	0.07566923981
128	0.0746698728
129	0.0731081404
130	0.07229817875
131	0.07140958309
132	0.07072772739
133	0.06963072243
134	0.06888001412
135	0.06822751443
136	0.06743626095
137	0.06660746587
138	0.06548320296
139	0.06447797795
140	0.06378976072
141	0.06303551277
142	0.06208584838
143	0.06109364259
144	0.06051340183
145	0.05998249469
146	0.05928865038
147	0.05858739863
148	0.05750312135
149	0.0565668083
150	0.05594815391
151	0.05546259291
152	0.0548553737
153	0.05398404536
154	0.05328307341
155	0.05263843643
156	0.05251969998
157	0.0521657866
158	0.05155725956
159	0.0510444736
160	0.05054787472
161	0.05010750771
162	0.04938994735
163	0.04879619196
164	0.04840823206
165	0.04803866863
166	0.04739833787
167	0.04704751576
168	0.04633206124
169	0.04617649933
170	0.04603092216
171	0.04570010838
172	0.04516967254
173	0.04478325215
174	0.04415588895
175	0.04386227998
176	0.04358055669
177	0.04300619518
178	0.04275589737
179	0.04251614615
180	0.04220613159
181	0.04202569772
182	0.04168434665
183	0.04114241858
184	0.04088330292
185	0.04031276743
186	0.04015077016
187	0.03984181193
188	0.03930480128
189	0.0390676712
190	0.03877439303
191	0.03854672886
192	0.03804087738
193	0.03791374323
194	0.0374277698
195	0.03723369539
196	0.03696971054
197	0.03658449663
198	0.03632172294
199	0.03607419933
200	0.03588117513
201	0.03569727791
202	0.03545904017
203	0.03533237886
204	0.03509875037
205	0.03497675292
206	0.03485797397
207	0.03463152664
208	0.03450319921
209	0.03439015338
210	0.03417159576
211	0.03404937194
212	0.0339421224
213	0.03385776347
214	0.03369151731
215	0.03363543664
216	0.03329580382
217	0.03286814491
218	0.032697691
219	0.0325962002
220	0.0324335891
221	0.0323354658
222	0.03193353475
223	0.0317776572
224	0.03162432842
225	0.03153064393
226	0.03115595022
227	0.03100989165
228	0.03083804591
229	0.03056947773
230	0.03043443652
231	0.03029625369
232	0.03004994303
233	0.0298634643
234	0.02978248692
235	0.02970406957
236	0.02962698828
237	0.02955220593
238	0.02947954487
239	0.02942019744
240	0.02936249519
241	0.02909908476
242	0.02875374356
243	0.02862515668
244	0.02855525196
245	0.02848743685
246	0.0284325912
247	0.02837832599
248	0.02832504486
249	0.0280792269
250	0.0277566516
251	0.0274973639
252	0.0273793521
253	0.02727178334
254	0.02722089756
255	0.02710848238
256	0.0270461497
257	0.02698520125
258	0.02692564568
259	0.02686733596
260	0.02681216542
261	0.02676356764
262	0.02672811283
263	0.02669342384
264	0.02645613344
265	0.0260922273
266	0.0260544371
267	0.02577091413
268	0.02566572241
269	0.0256125082
270	0.02556023875
271	0.02551743561
272	0.02518328952
273	0.02513370073
274	0.02487389845
275	0.0247776631
276	0.0246793622
277	0.02463035405
278	0.02458270069
279	0.02455549275
280	0.02450851406
281	0.02426253991
282	0.02393955112
283	0.02390744343
284	0.02386352817
285	0.02377539529
286	0.02373155507
287	0.02368811307
288	0.02357901886
289	0.0235364295
290	0.02349415753
291	0.02345289922
292	0.02334681515
293	0.02330654312
294	0.0232674011
295	0.02322882814
296	0.0229435799
297	0.0228413935
298	0.02280418533
299	0.02260875614
300	0.02246848551
301	0.02231475949
302	0.02213225835
303	0.02197588624
304	0.021898903
305	0.02182368729
306	0.02178915677
307	0.02162227384
308	0.02144904184
309	0.0214130412
310	0.02137803701
311	0.02135083685
312	0.02133290932
313	0.02130010295
314	0.02121351033
315	0.02117917422
316	0.02114562701
317	0.02111220128
318	0.02095673335
319	0.02092445129
320	0.02077524796
321	0.02074385785
322	0.02060037525
323	0.02056922469
324	0.02043114726
325	0.02028711398
326	0.02026159593
327	0.0201017587
328	0.02007111406
329	0.02004668571
330	0.01989200467
331	0.01986283286
332	0.01983893891
333	0.01981511116
334	0.01968283045
335	0.01965613343
336	0.01962120504
337	0.0195368325
338	0.01939666682
339	0.01936401847
340	0.01930042017
341	0.01916207356
342	0.01910014446
343	0.01907857465
344	0.01897070255
345	0.01894941784
346	0.01881892242
347	0.01870597189
348	0.01859886514
349	0.01849565073
350	0.01840994363
351	0.01832819492
352	0.01830075667
353	0.01822375463
354	0.01798658464
355	0.01796035486
356	0.01788580617
357	0.01781392658
358	0.01778923897
359	0.01772031919
360	0.01766202648
361	0.01759786498
362	0.0175745808
363	0.01734971002
364	0.017336024
365	0.01729073418
366	0.01726818958
367	0.01722430133
368	0.0171809255
369	0.01713215416
370	0.01711001466
371	0.01706844822
372	0.0170468407
373	0.01699014027
374	0.01697675024
375	0.01676831458
376	0.01674698104
377	0.01670698232
378	0.0166617044
379	0.01664851444
380	0.01662765327
381	0.01658896064
382	0.01655074162
383	0.01653758876
384	0.01641858886
385	0.01633707078
386	0.01625955785
387	0.01624684035
388	0.01623247536
389	0.01619140981
390	0.01617746559
391	0.01616482678
392	0.01612865514
393	0.01611612476
394	0.01608076362
395	0.01606708676
396	0.01605529313
397	0.01598455399
398	0.01594973094
399	0.01576600843
400	0.01573230643
401	0.01571866256
402	0.0156744119
403	0.01566193561
404	0.01565001419
405	0.01563881684
406	0.01560613954
407	0.01553174154
408	0.01549931192
409	0.0154350055
410	0.0153720602
411	0.01536065226
412	0.01534322092
413	0.01533181513
414	0.01532062052
415	0.01525060191
416	0.01518982027
417	0.01517865848
418	0.01516755851
419	0.01514950646
420	0.01512523074
421	0.01510767947
422	0.01508401597
423	0.01501282082
424	0.01497453701
425	0.01491197244
426	0.01489554634
427	0.01486293608
428	0.01484695663
429	0.01477890247
430	0.01474225925
431	0.014701775
432	0.01467168592
433	0.0145859857
434	0.01455214119
435	0.0145347209
436	0.01451933171
437	0.01450212138
438	0.01447330725
439	0.01445652035
440	0.01439210881
441	0.014356922
442	0.01434163477
443	0.01427843479
444	0.01412901272
445	0.01411468303
446	0.01408689723
447	0.0140262101
448	0.01401212147
449	0.01397508729
450	0.01394797143
451	0.01393377878
452	0.01390722178
453	0.01389327278
454	0.01387947209
455	0.01385043407
456	0.01383653242
457	0.01381433047
458	0.01380094859
459	0.01366158811
460	0.0136398698
461	0.013618124
462	0.01359031408
463	0.01357591541
464	0.01356244388
465	0.01354158763
466	0.01352821484
467	0.01351492036
468	0.01349446137
469	0.01347402086
470	0.01346067619
471	0.01344639285
472	0.01342611076
473	0.0134132133
474	0.01340027333
475	0.01338053089
476	0.01336074827
477	0.01334815998
478	0.01330678976
479	0.01328674292
480	0.01327477197
481	0.01325570825
482	0.01323647231
483	0.01315657866
484	0.01313863753
485	0.01312050783
486	0.01310286426
487	0.01308516822
488	0.01306786211
489	0.01302879343
490	0.01301171715
491	0.01297607562
492	0.01295715068
493	0.01294077363
494	0.01292682121
495	0.01289193125
496	0.012878444
497	0.01286400042
498	0.01284987504
499	0.01281569655
500	0.01279786466
501	0.01277943712
502	0.01276550003
503	0.01275199868
504	0.01273856687
505	0.01271081234
506	0.01269761724
507	0.01268438525
508	0.01267150757
509	0.01264374366
510	0.01263072099
511	0.01261733344
512	0.01260459317
513	0.01257735822
514	0.01256458573
515	0.01255208839
516	0.01253943914
517	0.01251263026
518	0.0125000604
519	0.01248766019
520	0.01247137334
521	0.01244434642
522	0.01242875547
523	0.01241670217
