iter	Passed	Remaining
433	158	206
434	159	206
435	159	206
436	159	205
437	159	205
438	161	206
439	162	206
440	162	205
441	162	205
442	162	204
443	163	204
444	163	203
445	163	203
446	163	202
447	164	202
448	164	201
449	164	201
450	165	200
451	165	200
452	165	199
453	165	199
454	166	199
455	166	198
456	166	198
457	167	197
458	167	197
459	167	196
460	168	196
461	168	196
462	168	195
463	168	195
464	169	194
465	169	194
466	169	193
467	169	193
468	170	192
469	170	192
470	170	191
471	171	191
472	171	190
473	171	190
474	171	190
475	172	189
476	172	189
477	172	188
478	173	188
479	173	187
480	173	187
481	173	186
482	174	186
483	174	186
484	174	185
485	175	185
486	175	184
487	175	184
488	175	183
489	176	183
490	176	182
491	176	182
492	176	182
493	177	181
494	177	181
495	177	180
496	178	180
497	178	179
498	178	179
499	178	178
500	179	178
501	179	177
502	179	177
503	179	176
504	180	176
505	180	176
506	180	175
507	180	175
508	181	174
509	181	174
510	181	174
511	182	173
512	182	173
513	182	173
514	183	172
515	183	172
516	184	172
517	184	172
518	185	171
519	185	171
520	185	170
521	185	170
522	186	169
523	186	169
524	186	168
525	187	168
526	187	168
527	187	167
528	187	167
529	188	166
530	188	166
531	188	166
532	189	165
533	189	165
534	189	164
535	190	164
536	190	164
537	190	163
538	190	163
539	191	162
540	191	162
541	191	161
542	191	161
543	192	161
544	192	160
545	192	160
546	193	159
547	193	159
548	193	159
549	194	158
550	194	158
551	194	158
552	195	157
553	195	157
554	195	157
555	196	156
556	196	156
557	196	155
558	196	155
559	197	154
560	197	154
561	197	154
562	198	154
563	198	153
564	199	153
565	199	152
566	199	152
567	199	151
568	200	151
569	200	151
570	200	150
571	200	150
572	201	149
573	201	149
574	201	149
575	201	148
576	202	148
577	202	147
578	202	147
579	203	147
580	203	146
581	203	146
582	203	145
583	204	145
584	204	144
585	204	144
586	204	144
587	205	143
588	205	143
589	205	142
590	206	142
591	206	142
592	206	141
593	207	141
594	207	141
595	207	140
596	208	140
597	208	140
598	208	139
599	209	139
600	209	139
601	209	138
602	209	138
603	210	137
604	210	137
605	210	137
606	211	136
607	211	136
608	211	135
609	211	135
610	212	135
611	212	134
612	212	134
613	213	133
614	213	133
615	213	133
616	214	132
617	214	132
618	214	132
619	214	131
620	215	131
621	215	130
622	215	130
623	215	130
624	216	129
625	216	129
626	216	129
627	217	128
628	217	128
629	217	127
630	218	127
631	218	127
632	218	126
633	218	126
634	219	126
635	219	125
636	219	125
637	220	124
638	220	124
639	220	124
640	220	123
641	221	123
642	221	122
643	221	122
644	222	122
645	222	121
646	222	121
647	222	121
648	223	120
649	223	120
650	223	119
651	224	119
652	225	119
653	225	119
654	225	118
655	225	118
656	227	118
657	227	118
658	227	117
659	227	117
660	228	116
661	228	116
662	228	116
663	228	115
664	229	115
665	229	115
666	229	114
667	230	114
668	230	113
669	230	113
670	230	113
671	231	112
672	231	112
673	231	112
674	231	111
675	232	111
676	232	110
677	232	110
678	232	110
679	233	109
680	233	109
681	233	109
682	234	108
683	234	108
684	234	107
685	235	107
686	235	107
687	235	106
688	235	106
689	236	106
690	236	105
691	236	105
692	236	104
693	237	104
694	237	104
695	238	104
696	238	103
697	238	103
698	239	103
699	240	102
700	240	102
701	240	102
702	240	101
703	241	101
704	241	101
705	241	100
706	242	100
707	242	99
708	242	99
709	242	99
710	243	98
711	243	98
712	244	98
713	244	98
714	244	97
715	245	97
716	245	96
717	245	96
718	246	96
719	246	95
720	246	95
721	247	95
722	247	94
723	247	94
724	247	94
725	248	93
726	248	93
727	248	92
728	249	92
729	249	92
730	249	91
731	250	91
732	250	91
733	250	90
734	250	90
735	251	90
736	251	89
737	251	89
738	251	88
739	252	88
740	252	88
741	252	87
742	253	87
743	253	87
744	253	86
745	253	86
746	254	86
747	254	85
748	255	85
749	255	85
750	255	84
751	256	84
752	256	84
753	256	83
754	256	83
755	257	83
756	257	82
757	258	82
758	258	82
759	258	81
760	259	81
761	259	81
762	259	80
763	259	80
764	260	79
765	260	79
766	260	79
767	261	78
768	261	78
769	261	78
770	262	77
771	262	77
772	263	77
773	263	76
774	263	76
775	263	76
776	264	75
777	264	75
778	264	75
779	264	74
780	265	74
781	265	73
782	265	73
783	265	73
784	266	72
785	266	72
786	266	72
787	266	71
788	267	71
789	267	71
790	267	70
791	268	70
792	268	70
793	268	69
794	268	69
795	269	69
796	269	68
797	269	68
798	270	67
799	270	67
800	270	67
801	270	66
802	271	66
803	271	66
804	271	65
805	272	65
806	272	65
807	272	64
808	272	64
809	273	64
810	273	63
811	273	63
812	274	63
813	274	62
814	274	62
815	275	62
816	275	61
817	275	61
818	275	60
819	276	60
820	276	60
821	276	59
822	276	59
823	277	59
824	277	58
825	277	58
826	278	58
827	278	57
828	278	57
829	279	57
830	279	56
831	279	56
832	279	56
833	280	55
834	280	55
835	280	55
836	280	54
837	281	54
838	281	54
839	281	53
840	282	53
841	282	52
842	282	52
843	282	52
844	283	51
845	283	51
846	283	51
847	283	50
848	284	50
849	284	50
850	284	49
851	284	49
852	285	49
853	285	48
854	285	48
855	285	48
856	286	47
857	286	47
858	286	47
859	287	46
860	287	46
861	287	46
862	287	45
863	288	45
864	288	45
865	288	44
866	289	44
867	289	44
868	289	43
869	290	43
870	290	43
871	290	42
872	291	42
873	291	42
874	291	41
875	291	41
876	292	40
877	292	40
878	292	40
879	293	39
880	293	39
881	293	39
882	294	38
883	294	38
884	294	38
885	295	37
886	295	37
887	295	37
888	296	36
889	296	36
890	296	36
891	297	35
892	297	35
893	297	35
894	298	34
895	298	34
896	298	34
897	298	33
898	299	33
899	299	33
900	299	32
901	299	32
902	300	32
903	300	31
904	300	31
905	301	31
906	301	30
907	301	30
908	301	30
909	302	29
910	302	29
911	302	29
912	303	28
913	303	28
914	303	28
915	304	27
916	304	27
917	304	27
918	305	26
919	305	26
920	305	26
921	305	25
922	306	25
923	306	25
924	306	24
925	306	24
926	307	24
927	307	23
928	307	23
929	308	23
930	308	22
931	308	22
932	308	22
933	309	21
934	309	21
935	310	21
936	310	20
937	310	20
938	310	20
939	311	19
940	311	19
941	311	19
942	311	18
943	312	18
944	312	18
945	312	17
946	313	17
947	313	17
948	313	16
949	314	16
950	314	16
951	315	15
952	315	15
953	316	15
954	316	14
955	316	14
956	317	14
957	317	13
958	317	13
959	318	13
960	318	12
961	318	12
962	319	12
963	319	11
964	319	11
965	320	11
966	320	10
967	320	10
968	321	10
969	321	9
970	321	9
971	321	9
972	322	8
973	322	8
974	322	8
975	323	7
976	323	7
977	323	7
978	323	6
979	324	6
980	324	6
981	324	5
982	324	5
983	325	5
984	325	4
985	325	4
986	326	4
987	326	3
988	326	3
989	327	3
990	327	2
991	328	2
992	328	2
993	328	1
994	328	1
995	329	1
996	329	0
997	329	0
998	329	0
999	330	0
