iter	MultiClass
145	0.8049483717
146	0.8041375444
147	0.8032270886
148	0.8024040327
149	0.8017438009
150	0.8006989895
151	0.8002277929
152	0.7993311901
153	0.7978454155
154	0.7973055579
155	0.7968091479
156	0.7959367035
157	0.7951108444
158	0.7942373786
159	0.7934022968
160	0.7922764401
161	0.7911388473
162	0.790290442
163	0.7893603133
164	0.788293446
165	0.7871777956
166	0.7858943325
167	0.7842858186
168	0.7835109456
169	0.7828463227
170	0.781867768
171	0.7810730189
172	0.7801059061
173	0.7787716572
174	0.7772346544
175	0.7765406352
176	0.7752132345
177	0.7747323831
178	0.7742110799
179	0.7738317444
180	0.7726770324
181	0.7719056319
182	0.7712511678
183	0.7696520472
184	0.7689472859
185	0.7676825896
186	0.7670598857
187	0.7659987506
188	0.7653547616
189	0.7640375703
190	0.762778623
191	0.7613140755
192	0.7605076822
193	0.7596921632
194	0.7586794737
195	0.7576195134
196	0.756031355
197	0.7551694955
198	0.7542756727
199	0.7528560926
200	0.75214317
201	0.7510752475
202	0.7503352898
203	0.7498843043
204	0.7491946317
205	0.7484086101
206	0.7477438533
207	0.7462773665
208	0.745700708
209	0.7450758241
210	0.7444628753
211	0.7436222898
212	0.7427640226
213	0.7422058916
214	0.7416214798
215	0.7407611636
216	0.7399031072
217	0.7386525981
218	0.7376751534
219	0.736882929
220	0.7360628474
221	0.7348735668
222	0.7339712406
223	0.7333220195
224	0.73283037
225	0.732209793
226	0.7312652466
227	0.7302433966
228	0.7296635384
229	0.7290852156
230	0.7282000745
231	0.7268987782
232	0.7252902785
233	0.7241518831
234	0.7231446337
235	0.7219604085
236	0.7211558887
237	0.7205976149
238	0.7193429422
239	0.7185834578
240	0.71754601
241	0.7172894455
242	0.7163779879
243	0.715354152
244	0.7148216625
245	0.7136082341
246	0.7128632996
247	0.7123749526
248	0.7111618062
249	0.7105154069
250	0.7099879693
251	0.7086792363
252	0.7076808035
253	0.7061572761
254	0.7053624744
255	0.7044339767
256	0.7035147379
257	0.7029603382
258	0.7023071483
259	0.7017888092
260	0.7010503299
261	0.7005016001
262	0.699698275
263	0.6988928873
264	0.6982459614
265	0.6975255232
266	0.6965845175
267	0.6954642483
268	0.6942575123
269	0.6936578574
270	0.6932015843
271	0.6927120257
272	0.6918238041
273	0.6910914799
274	0.6906982998
275	0.6894175936
276	0.6884357938
277	0.6871678008
278	0.6865296524
279	0.6859611071
280	0.6853948521
281	0.6844777915
282	0.6834463133
283	0.6829130362
284	0.681846825
285	0.6809850248
286	0.6801517655
287	0.6795293225
288	0.6786983376
289	0.6777095169
290	0.6769747316
291	0.675823148
292	0.67482029
293	0.6737493171
294	0.6727820184
295	0.6719600447
296	0.6710770708
297	0.6703254005
298	0.6695370919
299	0.6684851252
300	0.6676686765
301	0.6673997877
302	0.6663041787
303	0.6654610601
304	0.6646395257
305	0.6635721592
306	0.6628931921
307	0.6625234901
308	0.6612850928
309	0.6600223761
310	0.6592097111
311	0.6582136703
312	0.657217023
313	0.6561846746
314	0.6552683511
315	0.6543910188
316	0.6536783283
317	0.6523737698
318	0.6514585781
319	0.6507785552
320	0.6499980921
321	0.6491783486
322	0.6483873593
323	0.6478391105
324	0.6467658657
325	0.645548844
326	0.6448864239
327	0.6444718983
328	0.6436201189
329	0.6431732142
330	0.642383871
331	0.6416505608
332	0.6406727104
333	0.6397812933
334	0.6387700421
335	0.6379195204
336	0.6371157241
337	0.6363047403
338	0.6354468887
339	0.6344617275
340	0.6339310181
341	0.6327395619
342	0.6319151955
343	0.6308147357
344	0.6301985156
345	0.6294178931
346	0.6286877317
347	0.6279649359
348	0.6274805697
349	0.6262679243
350	0.625598164
351	0.6252396113
352	0.6243744609
353	0.6239304376
354	0.6233980974
355	0.6231027089
356	0.6220897631
357	0.6216449356
358	0.6203669472
359	0.6196715482
360	0.6191667268
361	0.6185478095
362	0.617671185
363	0.6172313743
364	0.616660322
365	0.6159045402
366	0.6152836711
367	0.6142947197
368	0.6139680355
369	0.6130479149
370	0.6123954657
371	0.6121130018
372	0.6114096461
373	0.6105610554
374	0.6093578371
375	0.6085946203
376	0.6079751591
377	0.6071909348
378	0.6058966943
379	0.605266114
380	0.6047721343
381	0.6039696674
382	0.6032499241
383	0.6025679299
384	0.6018822855
385	0.6009782083
386	0.6002745584
387	0.5994765122
388	0.5985947236
389	0.5982831435
390	0.5974916717
391	0.5970052582
392	0.5966639153
393	0.5954009675
394	0.5948055078
395	0.5937588712
396	0.5928387791
397	0.5920625807
398	0.5912703825
399	0.5905500684
400	0.590068144
401	0.5890112169
402	0.5884955497
403	0.5876068571
404	0.5867917828
405	0.5862441165
406	0.5856647591
407	0.5849364443
408	0.5845037428
409	0.5838153885
410	0.5832334104
411	0.5826237088
412	0.5817689613
413	0.581379834
414	0.5804723321
415	0.5792789978
416	0.5786340009
417	0.5779258396
418	0.5771210452
419	0.5765460178
420	0.5758303043
421	0.5749755959
422	0.5743873294
423	0.5738373826
424	0.5731978637
425	0.5725922717
426	0.5718398643
427	0.5707420534
428	0.5699669795
429	0.5696696228
430	0.5687801152
431	0.5683483937
432	0.5680166777
433	0.567353107
434	0.5669016884
435	0.5660954315
436	0.565003071
437	0.5644658232
438	0.5638007423
439	0.5632212405
440	0.5628181825
441	0.5624153483
442	0.5614917963
443	0.5609563033
444	0.560555432
445	0.5594251918
446	0.5585869146
447	0.5579459819
448	0.5571612536
449	0.5563141682
450	0.5559691152
451	0.5553223995
452	0.554759613
453	0.55377174
454	0.5533106344
455	0.5526051335
456	0.5517832731
457	0.551387671
458	0.5505343921
459	0.549894498
460	0.5492315178
461	0.5484059076
462	0.5475204184
463	0.5471105719
464	0.5460218128
465	0.5452867736
466	0.5447759677
467	0.5440926656
468	0.5432985246
469	0.5429005627
470	0.5422975813
471	0.5416948463
472	0.5407632514
473	0.5403320884
474	0.5398290254
475	0.5391963294
476	0.538562787
477	0.5379851269
478	0.5377426091
479	0.5366112014
480	0.5353423487
481	0.5348896414
482	0.5342427246
483	0.5337793373
484	0.532681099
485	0.5318891493
486	0.5315626615
487	0.530998699
488	0.5301325359
489	0.5295821482
490	0.5286710072
491	0.5277902263
492	0.5270176398
493	0.5264363529
494	0.5254797682
495	0.5243808759
496	0.5235639614
497	0.5229968097
498	0.5224907881
499	0.5217093014
500	0.5212044741
501	0.5204558973
502	0.5193858715
503	0.5187973403
504	0.518014563
505	0.5172979974
506	0.5162006609
507	0.5159254948
508	0.5153930316
509	0.5150871781
510	0.5142861586
511	0.5136097108
512	0.5132686232
513	0.5128503956
514	0.5122737022
515	0.5118702126
516	0.5110699853
517	0.510436136
518	0.5099612004
519	0.5092255412
520	0.5088807608
521	0.5083106558
522	0.5076222562
523	0.5068259115
524	0.5064125145
525	0.5059110464
526	0.5054464573
527	0.5051381978
528	0.5044415184
529	0.5039943107
530	0.5029705325
531	0.5024235323
532	0.5020906119
533	0.5015661432
534	0.5011383904
535	0.5004127368
536	0.5001063933
537	0.4993865346
538	0.4988799022
539	0.498476432
540	0.4974678623
541	0.4967433001
542	0.4962874527
543	0.4955550468
544	0.4945403285
545	0.4941437457
546	0.4936905403
547	0.4927784017
548	0.4920550342
549	0.4916216796
550	0.4912406881
551	0.4903911411
552	0.4895081131
553	0.4886101264
554	0.4883261681
555	0.4875648226
556	0.4871926597
557	0.4866799011
558	0.4861203273
559	0.4852977217
560	0.4851001748
561	0.4848204391
562	0.4843429533
563	0.4839284458
564	0.4830232556
565	0.482432525
566	0.4816424591
567	0.4811405469
568	0.4807156576
569	0.4801087945
570	0.479473905
571	0.4790502408
572	0.4784708293
573	0.4777555787
574	0.4769142381
575	0.4760169619
576	0.4751987216
577	0.4744783105
578	0.4735097245
579	0.4727085938
580	0.4720603854
581	0.4714361281
582	0.4706220668
583	0.4701650893
584	0.469852542
585	0.4694211973
586	0.4689258119
587	0.4686020424
588	0.4682956889
589	0.4678172385
590	0.4672546754
591	0.4665612808
592	0.466016431
593	0.465404399
594	0.464926038
595	0.4643141131
596	0.4635934925
597	0.4632589438
598	0.4630285085
599	0.4626387809
600	0.4620150019
601	0.4615685688
602	0.460748254
603	0.4604568106
604	0.4598282155
605	0.4593182393
606	0.4589677969
607	0.4584583803
608	0.4579899419
609	0.4577789498
610	0.4570047421
611	0.4562606102
612	0.4558361118
613	0.4553817331
614	0.4547409592
615	0.4543737735
616	0.4536322766
617	0.4532145414
618	0.4528188131
619	0.4520039404
620	0.4514651947
621	0.4509802398
622	0.4504080347
623	0.45012337
624	0.4496609717
625	0.4492281181
626	0.4487960421
627	0.4480668796
628	0.4476923428
629	0.4473955159
630	0.4466861921
631	0.4461387868
632	0.4455907194
633	0.445162777
634	0.4447584701
635	0.4441737872
636	0.443777813
637	0.4431393252
638	0.442820536
639	0.4422683117
640	0.4418170479
641	0.4412154277
642	0.4405383443
643	0.4400649123
644	0.4395628636
645	0.4388901718
646	0.4383476758
647	0.437736245
648	0.4372867426
649	0.4368435086
650	0.4362206861
651	0.4358908
652	0.4352679071
653	0.4348646882
654	0.4346097365
655	0.4342298192
656	0.4337091564
657	0.4330542576
658	0.4325488683
659	0.432047974
660	0.4313686537
661	0.4309775503
662	0.4304800158
663	0.4301713807
664	0.4297943684
665	0.4291921577
666	0.428593686
667	0.4283503135
668	0.4280932972
669	0.4276015076
670	0.4273199146
671	0.4269664951
672	0.4266465236
673	0.426262505
674	0.4259838913
675	0.4254480492
676	0.4250452612
677	0.4243600034
678	0.4238847404
679	0.423394115
680	0.4227321853
681	0.4221790626
682	0.4219775435
683	0.4214979089
684	0.4211401328
685	0.4206185186
686	0.4201135307
687	0.419443752
688	0.4186413103
689	0.4181014705
690	0.4177779783
691	0.4173612382
692	0.4167419261
693	0.416281663
694	0.4159806861
695	0.4155282848
696	0.4148472669
697	0.4147844553
698	0.4142124772
699	0.4137539247
700	0.4133467611
701	0.4130379367
702	0.4126779404
703	0.4122637961
704	0.4116004869
705	0.4110530831
706	0.4106657451
707	0.4100737118
708	0.4094990547
709	0.4090130355
710	0.4085012023
711	0.4080317658
712	0.4073648677
713	0.4065907952
714	0.4059301495
715	0.405541112
716	0.4050852617
717	0.4048111033
718	0.4040305615
719	0.4038207231
720	0.4033805864
721	0.4030998651
722	0.4024699515
723	0.4021641681
724	0.4015226064
725	0.4009605074
726	0.4001878696
727	0.3997030425
728	0.39944644
729	0.3991341687
730	0.3986744072
731	0.3982584899
732	0.3981471644
733	0.3977288159
734	0.397173827
735	0.3965682142
736	0.3958502934
737	0.395172282
738	0.3946203292
739	0.3942754834
740	0.3938907854
741	0.393371337
742	0.3928821212
743	0.3923719675
744	0.392048452
745	0.3914868255
746	0.391231366
747	0.3909998129
748	0.3905025872
749	0.3901200541
750	0.3897146034
751	0.3892827917
752	0.3889981588
753	0.3884307953
754	0.3879631842
755	0.38752922
756	0.387096067
757	0.3863650906
758	0.3857215661
759	0.3854293828
760	0.3850505229
761	0.3844732635
762	0.3840948505
763	0.3836784208
764	0.3833128755
765	0.3828199727
766	0.3822485086
767	0.3816136816
768	0.3814507109
769	0.3808251837
770	0.3806474469
771	0.3802238056
772	0.3800456478
773	0.3796797211
774	0.379275992
775	0.3790478705
776	0.3787154719
777	0.3781505858
778	0.3775418397
779	0.3773600687
780	0.3769125152
781	0.3765978606
782	0.3759363174
783	0.3757035002
784	0.3752234783
785	0.3748890485
786	0.3745224735
787	0.3741126361
788	0.3738261811
789	0.3734582436
790	0.3729799408
791	0.3724280998
792	0.3721223475
793	0.3714268296
794	0.3709236886
795	0.3705436508
796	0.3700074558
797	0.3696930619
798	0.3691822853
799	0.3688256585
800	0.3684703997
801	0.3681109397
802	0.367780422
803	0.3671207514
804	0.3667956263
805	0.3665033698
806	0.366022428
807	0.365627879
808	0.365209998
809	0.3648971719
810	0.3645216961
811	0.3639888761
812	0.3635179305
813	0.3630276424
814	0.3626942231
815	0.3623049473
816	0.3619270144
817	0.3613705312
818	0.361207546
819	0.3606036752
820	0.3601537461
821	0.3598089675
822	0.3593354734
823	0.3586596672
824	0.3583020949
825	0.358073242
826	0.3575320332
827	0.3572529254
828	0.3569145863
829	0.3566826985
830	0.3563415024
831	0.3559565574
832	0.3555209969
833	0.3551715801
834	0.354710958
835	0.35438534
836	0.3541854794
837	0.3536841497
838	0.3533458432
839	0.3530445296
840	0.3527193809
841	0.3523537007
842	0.3520663828
843	0.3515789644
844	0.3512123739
845	0.3509417102
846	0.3505577979
847	0.3501613032
848	0.3497373101
849	0.349525023
850	0.3491349789
851	0.348797053
852	0.34860643
853	0.348282724
854	0.3478836559
855	0.347591015
856	0.347254894
857	0.3468574831
858	0.346494643
859	0.3459982203
860	0.3457931567
861	0.3451274727
862	0.3444547529
863	0.343968101
864	0.3436442743
865	0.3433457495
866	0.3429954635
867	0.342684005
868	0.3422534548
869	0.3419420642
870	0.3416708826
871	0.3413056017
872	0.3410246896
873	0.3407351134
874	0.3403908049
875	0.3400817159
876	0.3398253427
877	0.3393038358
878	0.3389296215
879	0.3384844842
880	0.3380084511
881	0.3377601234
882	0.3375011673
883	0.337311957
884	0.3368723551
885	0.3365472866
886	0.336038969
887	0.3357464061
888	0.33537441
889	0.3349281764
890	0.3344733672
891	0.3341409557
892	0.3337773832
893	0.3333938981
894	0.3328368176
895	0.3325758844
896	0.3323316782
897	0.3321947829
898	0.3318654375
899	0.3312864607
900	0.330980883
901	0.3306133654
902	0.3303863235
903	0.3300704934
904	0.3297538638
905	0.3295363818
906	0.3293842123
907	0.3292057906
908	0.3290484073
909	0.3287968601
910	0.3285387247
911	0.3279748249
912	0.327668903
913	0.327494328
914	0.3273347164
915	0.3270401438
916	0.3269065528
917	0.3265906948
918	0.3263568427
919	0.3258852056
920	0.325623792
921	0.3251609375
922	0.3248867125
923	0.3243646235
924	0.3238722119
925	0.3234351321
926	0.3229805214
927	0.322714835
928	0.3223936404
929	0.3219260089
930	0.3216627665
931	0.3213253135
932	0.3209228653
933	0.3204936422
934	0.3202122503
935	0.319869769
936	0.3193839663
937	0.3191047877
938	0.3187496753
939	0.3185866855
940	0.3179603471
941	0.317751507
942	0.3174776616
943	0.3171242204
944	0.3167465108
945	0.3164037846
946	0.3163044867
947	0.3158112274
948	0.3153593881
949	0.3148810066
950	0.3145430455
951	0.3141576944
952	0.3138838957
953	0.3135223959
954	0.3133348413
955	0.3131122511
956	0.3126813366
957	0.3124402941
958	0.3120956947
959	0.3118250333
960	0.3115473381
961	0.3112512276
962	0.3109992106
963	0.3105998087
964	0.3102832295
965	0.3100305153
966	0.3098069243
967	0.3095446314
968	0.3091331585
969	0.3088753844
970	0.3085551359
971	0.3080991881
972	0.3078238058
973	0.3075853904
974	0.3072747667
975	0.3069939742
976	0.3066636969
977	0.306221566
978	0.3057130693
979	0.3054180439
980	0.3051266332
981	0.3049465028
982	0.3045343499
983	0.3042564703
984	0.3039598384
985	0.3034732673
986	0.3032414005
987	0.3029778272
988	0.3026541342
989	0.3023411234
990	0.3018907874
991	0.3015237939
992	0.3011649431
993	0.3008463272
994	0.3005491918
995	0.3001554539
996	0.2998940703
997	0.2997081139
998	0.2994455352
999	0.2989967635
1000	0.2987704789
1001	0.2984806224
1002	0.2982877577
1003	0.2980638398
1004	0.2976711037
1005	0.2974925545
1006	0.297095452
1007	0.2969544205
1008	0.2967800265
1009	0.2965404653
1010	0.2961845851
1011	0.2960065409
1012	0.2957297702
1013	0.2955451716
1014	0.2952541691
1015	0.2950337511
1016	0.2945934273
1017	0.2941497013
1018	0.2938252079
1019	0.2934981826
1020	0.2933265903
1021	0.2929878963
1022	0.2926792485
1023	0.2922633926
1024	0.2921719555
1025	0.2918285936
1026	0.2915399698
1027	0.2912973207
1028	0.2910242738
1029	0.2907605103
1030	0.2905199499
1031	0.2901195714
1032	0.2896153057
1033	0.2893090745
1034	0.2889636275
1035	0.2888811642
1036	0.2885071667
1037	0.2881542074
1038	0.2878958476
1039	0.2876754708
1040	0.2874398888
1041	0.2871792319
1042	0.2868952004
1043	0.2865044247
1044	0.2862040296
1045	0.2858332398
1046	0.2854915561
1047	0.2851891931
1048	0.2849581769
1049	0.2847462543
1050	0.2844386087
1051	0.2841246917
1052	0.284014442
1053	0.283686159
1054	0.2834801293
1055	0.2832445613
1056	0.2831323065
1057	0.2828667536
1058	0.2824991195
1059	0.2819956484
1060	0.2816358332
1061	0.2812840864
1062	0.2810427123
1063	0.2807875102
1064	0.280521252
1065	0.2802492034
1066	0.2800251459
1067	0.2798299253
1068	0.2793798257
1069	0.2789930997
1070	0.2786171584
1071	0.2783869993
1072	0.2781529567
1073	0.2778379851
1074	0.2777569871
1075	0.2776142522
1076	0.2773070943
1077	0.2770888135
1078	0.2768339329
1079	0.276637516
1080	0.2762779303
1081	0.2759950064
1082	0.2758690012
1083	0.2754876634
1084	0.2753536012
1085	0.2749478751
1086	0.2748277463
1087	0.2745074073
1088	0.2742437209
1089	0.2739427182
1090	0.2737621987
1091	0.2735826835
1092	0.2733427504
1093	0.2730873016
1094	0.2728834679
1095	0.272653545
1096	0.2723159618
1097	0.2721257996
1098	0.2719219736
1099	0.2717260187
1100	0.2714181517
1101	0.2711791109
1102	0.2708556878
1103	0.2705683874
1104	0.2703054025
1105	0.2700588523
1106	0.2698908972
1107	0.2695903188
1108	0.2694311469
1109	0.2692653329
1110	0.2690258624
1111	0.2688206601
1112	0.268662006
1113	0.2683327837
1114	0.2681080322
1115	0.2677633529
1116	0.2676056747
1117	0.2673654983
1118	0.2671270808
1119	0.2669907083
1120	0.2666034833
1121	0.2663672287
1122	0.266083523
1123	0.265736489
1124	0.2654676929
1125	0.2651324211
1126	0.2648002443
1127	0.2644825911
1128	0.2642207623
1129	0.264071933
1130	0.2637385655
1131	0.2634618853
1132	0.2631680641
1133	0.2629372822
1134	0.2625803851
1135	0.2622406729
1136	0.2620237477
1137	0.2617074088
1138	0.2615196952
1139	0.2612695392
1140	0.2609825797
1141	0.2608129908
1142	0.2606088078
1143	0.2605001144
1144	0.2602502407
1145	0.2600891377
1146	0.2598058587
1147	0.2594540516
1148	0.2593164549
1149	0.25906605
1150	0.2586887332
1151	0.258395737
1152	0.2581871716
1153	0.2579119708
1154	0.257734231
1155	0.2574155586
1156	0.2572733056
1157	0.2570913576
1158	0.2568801331
1159	0.2565201547
1160	0.2562663495
1161	0.2560499303
1162	0.2557636697
1163	0.2555320802
1164	0.2553095094
1165	0.2551610024
1166	0.2547482385
1167	0.2545014507
1168	0.2541925007
1169	0.25391421
1170	0.2537646175
1171	0.2534904654
1172	0.2533556
1173	0.2531494033
1174	0.2528869349
1175	0.2525750891
1176	0.2522895912
1177	0.2521274064
1178	0.2517553713
1179	0.2515375429
1180	0.2513329588
1181	0.2510653224
1182	0.2507356669
1183	0.2504840474
1184	0.2502660876
1185	0.2501243361
1186	0.2498897986
1187	0.2496171143
1188	0.2494347005
1189	0.2492219805
1190	0.2490429474
1191	0.2487371246
1192	0.2485634673
1193	0.2482254286
1194	0.2478853397
1195	0.2476290327
1196	0.2473761891
1197	0.2471306479
1198	0.2468651879
1199	0.2466613296
1200	0.2464078301
1201	0.2462816523
1202	0.2459810521
1203	0.245734907
1204	0.245486919
1205	0.245228573
1206	0.2450003685
1207	0.2448277213
1208	0.2444396131
1209	0.2442924626
1210	0.2439632969
1211	0.2437506151
1212	0.2434779613
1213	0.2433043982
1214	0.2431198664
1215	0.2428809235
1216	0.2426279125
1217	0.2422714571
1218	0.2419184296
1219	0.2416951934
1220	0.2415130705
1221	0.2411602364
1222	0.2408726844
1223	0.2406609894
1224	0.2404884661
1225	0.2403967797
1226	0.2402164796
1227	0.2401053971
1228	0.2397955878
1229	0.2396275515
1230	0.2393496776
1231	0.2390629521
1232	0.2388327024
1233	0.2385906246
1234	0.2383942689
1235	0.23815668
1236	0.2378767051
1237	0.2375442879
1238	0.2372669955
1239	0.2369470803
1240	0.2366530739
1241	0.2364040035
1242	0.2363188082
1243	0.2361175512
1244	0.235901669
1245	0.2356911272
1246	0.2353861956
1247	0.2352267736
1248	0.2349414882
1249	0.234728796
1250	0.2345703384
1251	0.2343925687
1252	0.2340296255
1253	0.2337503896
1254	0.2334290449
1255	0.2332534516
1256	0.2330900797
1257	0.2328527939
1258	0.2326820768
1259	0.2325005151
1260	0.2322408046
1261	0.2319001222
1262	0.2316217387
1263	0.2313510812
1264	0.2311145713
1265	0.2309340721
1266	0.2307099079
1267	0.2305667155
1268	0.2303516322
1269	0.2300716818
1270	0.2299066771
1271	0.2297174277
1272	0.2293799408
1273	0.2292164909
1274	0.2290163677
1275	0.228843341
1276	0.2285423367
1277	0.2282122328
1278	0.2280635414
1279	0.2279265357
1280	0.2277268939
1281	0.2274546621
1282	0.2272700985
1283	0.2271307315
1284	0.2269220945
1285	0.2265593799
1286	0.2263387552
1287	0.2261316099
1288	0.2259996523
1289	0.2256609499
1290	0.2253178227
1291	0.2250848843
1292	0.2248727893
1293	0.2246924795
1294	0.2244347421
1295	0.2242358554
1296	0.2240434548
1297	0.2239285752
1298	0.2237188484
1299	0.2236067157
1300	0.223419877
1301	0.2232120307
1302	0.2228986536
1303	0.2226682364
1304	0.2224450664
1305	0.2222252853
1306	0.2219997516
1307	0.2217818654
1308	0.221620775
1309	0.2214307947
1310	0.2212446058
1311	0.2210078914
1312	0.2207442629
1313	0.2205576413
1314	0.2202253612
1315	0.2200388571
1316	0.2198013902
1317	0.2195927603
1318	0.2193729322
1319	0.2191382218
1320	0.2188964001
1321	0.2186482784
1322	0.2184540263
1323	0.2183490341
1324	0.2181996876
1325	0.2179817561
1326	0.217798193
1327	0.2176346736
1328	0.2174360181
1329	0.2170904355
1330	0.2168897582
1331	0.2166833045
1332	0.2165229044
1333	0.2163428299
1334	0.2161300391
1335	0.2159223637
1336	0.2156959256
1337	0.2155307234
1338	0.2153528265
1339	0.215180293
1340	0.21506528
1341	0.2147914363
1342	0.2146615695
1343	0.2143279891
1344	0.2140999056
1345	0.2138867686
1346	0.2135854351
1347	0.2134106969
1348	0.2132752625
1349	0.2130171622
1350	0.2127465131
1351	0.2125850606
1352	0.2124000251
1353	0.2122651218
1354	0.2120557556
1355	0.2119233813
1356	0.2117247605
1357	0.2115147422
1358	0.2113916422
1359	0.2112161685
1360	0.2110982883
1361	0.2108907961
1362	0.2107704702
1363	0.210619058
1364	0.210447867
1365	0.2103399385
1366	0.2101790425
1367	0.210019994
1368	0.209876879
1369	0.2097397283
1370	0.2095353194
1371	0.2093498908
1372	0.2091364794
1373	0.2089441726
1374	0.2086807553
1375	0.2084241827
1376	0.2083080152
1377	0.2081915341
1378	0.2080981443
1379	0.2079456825
1380	0.2077439347
1381	0.2075890131
1382	0.2074308447
1383	0.2073495425
1384	0.2071388914
1385	0.2069647528
1386	0.2067212593
1387	0.2065014005
1388	0.20637966
1389	0.2062387797
1390	0.2060341664
1391	0.2058379813
1392	0.2056570626
1393	0.2055799891
1394	0.205420993
1395	0.2051487293
1396	0.2050244901
1397	0.2047821603
1398	0.2045965823
1399	0.2044315352
1400	0.2042430088
1401	0.204045
1402	0.2040008393
1403	0.2038100164
1404	0.2036421935
1405	0.2035356227
1406	0.2034057724
1407	0.2031809876
1408	0.2029482399
1409	0.2028274461
1410	0.2026809023
1411	0.2025060766
1412	0.2022483159
1413	0.2019715909
1414	0.2018072655
1415	0.2016262553
1416	0.2013837533
1417	0.2011842772
1418	0.201053413
1419	0.200921938
1420	0.2007113353
1421	0.2005366349
1422	0.2004638679
1423	0.2003103389
1424	0.2001248899
1425	0.1999764542
1426	0.1998224971
1427	0.199621276
1428	0.1994899255
1429	0.1993442718
1430	0.1992078909
1431	0.199030527
1432	0.1988461907
1433	0.1986828495
1434	0.1985758314
1435	0.1983920078
1436	0.198245663
1437	0.1979792447
1438	0.197831286
1439	0.1975480149
1440	0.1973145481
1441	0.1971316156
1442	0.1969606905
1443	0.1968595345
1444	0.1966997828
1445	0.1964278363
1446	0.1962444458
1447	0.1960216944
1448	0.1958886942
1449	0.1957937302
1450	0.1956004401
1451	0.1953749573
1452	0.1951909265
1453	0.1950528612
1454	0.1948357361
1455	0.1947633842
1456	0.1945773751
1457	0.1944238041
1458	0.1943617506
1459	0.194168745
1460	0.1939621735
1461	0.1937839169
1462	0.1935217394
1463	0.1934098036
1464	0.1931951273
1465	0.192982632
1466	0.1928426047
1467	0.1926587246
1468	0.1924921851
1469	0.1923806564
1470	0.1922702159
1471	0.1920854796
1472	0.1919699751
1473	0.1918091413
1474	0.1915984865
1475	0.191419013
1476	0.1912240941
1477	0.1910135757
1478	0.1908991348
1479	0.1907486281
1480	0.1906003542
1481	0.1904430366
1482	0.1902619993
1483	0.1900962463
1484	0.1898905509
1485	0.1897926211
1486	0.1895944066
1487	0.1895351703
1488	0.1893031139
1489	0.189162462
1490	0.1890213732
1491	0.1888173986
1492	0.1887065124
1493	0.1885469315
1494	0.1883569256
1495	0.1882280922
1496	0.1880598894
1497	0.1879267513
1498	0.1877890541
1499	0.1876394447
