iter	Passed	Remaining
158	483	4076
159	486	4074
160	489	4069
161	492	4064
162	494	4059
163	497	4055
164	500	4050
165	503	4046
166	506	4039
167	508	4035
168	511	4031
169	514	4023
170	517	4019
171	520	4014
172	522	4008
173	525	4004
174	528	3999
175	531	3999
176	535	4001
177	538	3998
178	541	3993
179	544	3991
180	547	3987
181	549	3982
182	552	3977
183	555	3974
184	558	3970
185	561	3968
186	564	3965
187	567	3962
188	570	3958
189	573	3954
190	576	3948
191	578	3943
192	582	3943
193	584	3937
194	587	3931
195	590	3928
196	593	3922
197	596	3919
198	598	3913
199	601	3909
200	604	3904
201	606	3899
202	609	3893
203	612	3889
204	615	3885
205	617	3880
206	620	3875
207	623	3870
208	625	3865
209	628	3860
210	631	3860
211	634	3855
212	637	3849
213	639	3843
214	642	3838
215	644	3833
216	647	3829
217	650	3825
218	653	3821
219	656	3818
220	659	3814
221	662	3811
222	665	3808
223	667	3804
224	670	3801
225	673	3798
226	676	3795
227	679	3791
228	682	3786
229	685	3782
230	687	3778
231	690	3775
232	693	3770
233	696	3768
234	699	3763
235	701	3758
236	704	3754
237	707	3750
238	710	3746
239	713	3745
240	716	3742
241	718	3737
242	721	3733
243	724	3729
244	727	3726
245	730	3723
246	732	3718
247	735	3714
248	738	3710
249	741	3705
250	744	3703
251	746	3698
252	749	3693
253	752	3690
254	754	3685
255	757	3680
256	760	3677
257	763	3673
258	765	3668
259	769	3667
260	771	3663
261	774	3659
262	777	3658
263	780	3654
264	783	3650
265	786	3647
266	788	3643
267	791	3639
268	794	3637
269	797	3633
270	800	3628
271	802	3624
272	805	3620
273	808	3616
274	811	3613
275	814	3610
276	816	3606
277	819	3603
278	822	3599
279	825	3595
280	828	3592
281	830	3588
282	833	3585
283	836	3582
284	839	3577
285	842	3574
286	844	3570
287	847	3566
288	850	3562
289	853	3559
290	855	3555
291	858	3551
292	861	3547
293	863	3544
294	866	3540
295	869	3537
296	872	3534
297	875	3531
298	878	3528
299	881	3524
300	883	3520
301	886	3516
302	889	3512
303	892	3511
304	895	3507
305	898	3504
306	900	3500
307	903	3496
308	906	3492
309	909	3489
310	912	3486
311	914	3484
312	917	3480
313	920	3476
314	923	3474
315	926	3471
316	929	3468
317	932	3465
318	935	3462
319	937	3458
320	940	3455
321	943	3452
322	946	3449
323	949	3445
324	951	3440
325	954	3438
326	957	3435
327	960	3432
328	963	3429
329	966	3426
330	969	3423
331	971	3419
332	974	3416
333	977	3413
334	980	3410
335	983	3407
336	986	3403
337	989	3402
338	992	3399
339	995	3395
340	998	3392
341	1001	3389
342	1003	3386
343	1006	3383
344	1009	3379
345	1012	3375
346	1014	3372
347	1017	3369
348	1020	3365
349	1023	3363
350	1026	3360
351	1029	3357
352	1032	3353
353	1034	3349
354	1037	3346
355	1040	3343
356	1043	3339
357	1046	3337
358	1048	3333
359	1051	3329
360	1054	3326
361	1057	3322
362	1059	3319
363	1062	3315
364	1064	3311
365	1067	3307
366	1070	3304
367	1073	3302
368	1076	3298
369	1078	3294
370	1081	3291
371	1084	3287
372	1086	3284
373	1089	3280
374	1092	3277
375	1095	3273
376	1098	3271
377	1101	3268
378	1104	3265
379	1106	3262
380	1109	3259
381	1112	3256
382	1115	3252
383	1118	3249
384	1121	3247
385	1124	3244
386	1126	3241
387	1129	3237
388	1132	3234
389	1135	3231
390	1138	3228
391	1140	3224
392	1143	3220
393	1146	3217
394	1148	3213
395	1151	3210
396	1154	3207
397	1157	3204
398	1159	3200
399	1162	3197
400	1165	3193
401	1168	3190
402	1171	3187
403	1173	3184
404	1176	3181
405	1179	3177
406	1181	3174
407	1184	3171
408	1187	3167
409	1190	3165
410	1193	3162
411	1197	3161
412	1200	3158
413	1202	3155
414	1205	3152
415	1208	3149
416	1211	3145
417	1213	3142
418	1216	3139
419	1220	3137
420	1222	3133
421	1225	3131
422	1228	3127
423	1231	3125
424	1234	3122
425	1237	3119
426	1240	3116
427	1242	3112
428	1245	3109
429	1248	3105
430	1250	3102
431	1253	3099
432	1256	3096
433	1259	3092
434	1261	3089
435	1264	3086
436	1267	3082
437	1269	3079
438	1272	3075
439	1275	3072
440	1278	3069
441	1281	3067
442	1284	3064
443	1287	3060
444	1289	3057
445	1292	3054
446	1295	3051
447	1298	3048
448	1300	3045
449	1303	3041
450	1306	3038
451	1309	3035
452	1311	3031
453	1315	3029
454	1318	3027
455	1320	3024
456	1323	3020
457	1325	3016
458	1328	3013
459	1331	3010
460	1334	3006
461	1336	3003
462	1339	3000
463	1342	2997
464	1345	2993
465	1348	2991
466	1351	2988
467	1354	2986
468	1357	2983
469	1359	2979
470	1362	2976
471	1365	2973
472	1368	2970
473	1371	2967
474	1373	2964
475	1376	2961
476	1379	2958
477	1382	2955
478	1383	2949
479	1387	2948
480	1390	2945
481	1393	2942
482	1395	2939
483	1398	2935
484	1401	2932
485	1404	2929
486	1407	2926
487	1409	2923
488	1413	2921
489	1416	2918
490	1419	2916
491	1421	2912
492	1424	2909
493	1427	2906
494	1430	2903
495	1432	2900
496	1436	2898
497	1439	2895
498	1441	2892
499	1445	2890
500	1448	2887
501	1451	2884
502	1454	2882
503	1456	2879
504	1459	2875
505	1463	2874
506	1466	2871
507	1469	2868
508	1471	2865
509	1474	2861
510	1477	2858
511	1479	2855
512	1482	2852
513	1485	2849
514	1488	2847
515	1491	2844
516	1494	2841
517	1497	2838
518	1499	2834
519	1503	2832
520	1505	2829
521	1508	2825
522	1511	2823
523	1513	2819
524	1516	2816
525	1519	2813
526	1522	2810
527	1524	2807
528	1528	2805
529	1531	2802
530	1534	2799
531	1536	2796
532	1539	2792
533	1542	2789
534	1545	2786
535	1547	2783
536	1550	2780
537	1553	2777
538	1556	2775
539	1559	2772
540	1562	2769
541	1565	2766
542	1568	2763
543	1570	2760
544	1573	2757
545	1576	2755
546	1579	2751
547	1582	2748
548	1585	2746
549	1588	2743
550	1591	2740
551	1594	2737
552	1596	2734
553	1599	2731
554	1602	2728
555	1605	2725
556	1608	2722
557	1610	2719
558	1613	2715
559	1616	2712
560	1618	2708
561	1621	2705
562	1624	2703
563	1627	2700
564	1630	2697
565	1632	2694
566	1635	2691
567	1638	2687
568	1640	2684
569	1643	2681
570	1646	2678
571	1649	2676
572	1652	2672
573	1654	2669
574	1657	2666
575	1660	2664
576	1663	2661
577	1666	2658
578	1669	2654
579	1671	2651
580	1674	2648
581	1677	2645
582	1679	2641
583	1682	2639
584	1685	2635
585	1687	2632
586	1690	2629
587	1693	2626
588	1696	2623
589	1699	2620
590	1701	2617
591	1704	2614
592	1707	2611
593	1710	2608
594	1713	2605
595	1715	2602
596	1718	2599
597	1721	2596
598	1724	2594
599	1727	2591
600	1730	2588
601	1732	2585
602	1735	2582
603	1738	2579
604	1741	2576
605	1744	2573
606	1747	2570
607	1750	2568
608	1753	2565
609	1756	2562
610	1759	2559
611	1762	2556
612	1764	2553
613	1767	2551
614	1771	2548
615	1774	2546
616	1776	2542
617	1779	2539
618	1782	2536
619	1784	2533
620	1787	2530
621	1790	2527
622	1792	2524
623	1795	2520
624	1798	2517
625	1801	2514
626	1804	2512
627	1807	2509
628	1809	2506
629	1812	2503
630	1815	2500
631	1818	2497
632	1821	2495
633	1824	2492
634	1827	2489
635	1830	2486
636	1833	2483
637	1836	2480
638	1839	2478
639	1841	2474
640	1844	2471
641	1847	2468
642	1849	2465
643	1852	2462
644	1855	2459
645	1858	2456
646	1860	2453
647	1864	2451
648	1867	2448
649	1870	2446
650	1873	2442
651	1876	2440
652	1879	2437
653	1882	2434
654	1885	2431
655	1887	2428
656	1891	2426
657	1894	2423
658	1896	2420
659	1899	2417
660	1902	2415
661	1905	2412
662	1908	2409
663	1911	2406
664	1913	2403
665	1916	2399
666	1920	2398
667	1922	2394
668	1925	2391
669	1928	2388
670	1930	2385
671	1934	2383
672	1937	2380
673	1940	2377
674	1943	2374
675	1947	2374
676	1950	2371
677	1953	2368
678	1956	2365
679	1959	2362
680	1962	2360
681	1965	2357
682	1968	2354
683	1971	2351
684	1974	2348
685	1977	2346
686	1980	2343
687	1982	2340
688	1986	2338
689	1989	2335
690	1992	2332
691	1995	2329
692	1997	2326
693	2000	2323
694	2003	2320
695	2006	2317
696	2009	2315
697	2012	2312
698	2015	2309
699	2018	2307
700	2021	2303
701	2024	2301
702	2027	2298
703	2030	2295
704	2033	2292
705	2035	2289
706	2038	2286
707	2041	2283
708	2044	2281
709	2047	2278
710	2050	2275
711	2053	2272
712	2056	2269
713	2059	2266
714	2062	2263
715	2064	2261
716	2067	2258
717	2070	2255
718	2073	2252
719	2076	2249
720	2079	2246
721	2082	2244
722	2085	2241
723	2087	2237
724	2090	2235
725	2093	2232
726	2096	2229
727	2099	2226
728	2102	2223
729	2104	2220
730	2107	2217
731	2110	2214
732	2113	2211
733	2117	2209
734	2120	2206
735	2122	2203
736	2125	2200
737	2128	2197
738	2131	2195
739	2134	2192
740	2137	2189
741	2140	2186
742	2142	2183
743	2145	2180
744	2148	2177
745	2151	2174
746	2154	2171
747	2157	2168
748	2159	2165
749	2162	2162
750	2165	2160
751	2168	2156
752	2171	2154
753	2174	2151
754	2177	2148
755	2180	2145
756	2183	2142
757	2185	2139
758	2188	2137
759	2191	2133
760	2194	2131
761	2197	2128
762	2200	2125
763	2203	2122
764	2206	2119
765	2209	2116
766	2211	2113
767	2215	2111
768	2217	2108
769	2221	2106
770	2224	2103
771	2226	2099
772	2230	2097
773	2232	2094
774	2235	2091
775	2238	2088
776	2241	2085
777	2244	2082
778	2247	2079
779	2249	2076
780	2252	2074
781	2255	2071
782	2258	2068
783	2261	2065
784	2264	2062
785	2267	2059
786	2269	2056
787	2272	2053
788	2275	2050
789	2278	2047
790	2281	2044
791	2283	2041
792	2286	2038
793	2289	2035
794	2292	2032
795	2295	2029
796	2297	2026
797	2300	2023
798	2303	2021
799	2306	2018
800	2309	2015
801	2312	2012
802	2315	2010
803	2318	2007
804	2321	2004
805	2324	2001
806	2328	1999
807	2330	1996
808	2333	1993
809	2336	1990
810	2339	1987
811	2341	1984
812	2344	1981
813	2347	1978
814	2350	1975
815	2353	1972
816	2355	1969
817	2358	1966
818	2362	1964
819	2364	1961
820	2368	1958
821	2371	1955
822	2374	1952
823	2377	1950
824	2379	1947
825	2382	1944
826	2385	1941
827	2388	1938
828	2391	1935
829	2394	1932
830	2397	1930
831	2400	1927
832	2403	1924
833	2406	1921
834	2409	1918
835	2412	1915
836	2414	1912
837	2417	1909
838	2420	1906
839	2422	1903
840	2425	1900
841	2429	1898
842	2431	1895
843	2434	1892
844	2437	1889
845	2440	1886
846	2443	1883
847	2446	1880
848	2449	1878
849	2452	1875
850	2454	1872
851	2457	1869
852	2460	1866
853	2463	1863
854	2466	1860
855	2469	1857
856	2471	1854
857	2474	1851
858	2477	1848
859	2480	1845
860	2483	1843
861	2486	1840
862	2489	1837
863	2493	1835
864	2496	1832
865	2498	1829
866	2501	1826
867	2504	1823
868	2507	1820
869	2510	1818
870	2513	1815
871	2516	1812
872	2519	1809
873	2522	1806
874	2525	1803
875	2527	1800
876	2530	1797
877	2533	1795
878	2536	1791
879	2539	1788
880	2542	1786
881	2545	1783
882	2548	1780
883	2550	1777
884	2553	1774
885	2556	1771
886	2559	1768
887	2562	1766
888	2565	1763
889	2568	1760
890	2571	1757
891	2574	1754
892	2577	1751
893	2580	1749
894	2583	1746
895	2586	1743
896	2589	1740
897	2592	1737
898	2595	1734
899	2598	1732
900	2601	1729
901	2603	1726
902	2607	1723
903	2609	1720
904	2613	1718
905	2615	1715
906	2618	1712
907	2621	1709
908	2624	1706
909	2627	1703
910	2630	1700
911	2632	1697
912	2635	1694
913	2638	1691
914	2641	1688
915	2644	1685
916	2647	1682
917	2649	1680
918	2652	1677
919	2655	1674
920	2658	1671
921	2661	1668
922	2663	1665
923	2666	1662
924	2669	1659
925	2672	1656
926	2675	1653
927	2678	1650
928	2680	1647
929	2683	1644
930	2686	1642
931	2689	1639
932	2692	1636
933	2695	1633
934	2698	1630
935	2701	1627
936	2703	1624
937	2706	1621
938	2709	1618
939	2712	1615
940	2714	1612
941	2717	1609
942	2720	1607
943	2723	1604
944	2726	1601
945	2729	1598
946	2732	1595
947	2735	1592
948	2738	1589
949	2741	1587
950	2744	1584
951	2747	1581
952	2750	1578
953	2753	1575
954	2756	1572
955	2759	1569
956	2761	1567
957	2764	1564
958	2767	1561
959	2770	1558
960	2773	1555
961	2776	1552
962	2779	1549
963	2782	1547
964	2785	1544
965	2787	1541
966	2790	1538
967	2793	1535
968	2796	1532
969	2799	1529
970	2802	1526
971	2805	1523
972	2807	1520
973	2810	1517
974	2813	1515
975	2816	1512
976	2819	1509
977	2823	1506
978	2825	1503
979	2828	1501
980	2831	1498
981	2834	1495
982	2837	1492
983	2840	1489
984	2843	1486
985	2845	1483
986	2848	1480
987	2851	1477
988	2854	1474
989	2857	1471
990	2859	1468
991	2862	1465
992	2865	1463
993	2869	1460
994	2871	1457
995	2875	1454
996	2878	1452
997	2880	1449
998	2883	1446
999	2886	1443
1000	2889	1440
1001	2892	1437
1002	2895	1434
1003	2899	1432
1004	2903	1429
1005	2907	1427
1006	2910	1425
1007	2913	1422
1008	2916	1419
1009	2919	1416
1010	2922	1413
1011	2925	1410
1012	2928	1407
1013	2934	1406
1014	2936	1403
1015	2940	1400
1016	2943	1397
1017	2946	1394
1018	2950	1392
1019	2953	1389
1020	2959	1388
1021	2962	1385
1022	2965	1382
1023	2969	1380
1024	2974	1378
1025	2977	1375
1026	2980	1372
1027	2984	1370
1028	2987	1367
1029	2990	1364
1030	2993	1361
1031	2995	1358
1032	2998	1355
1033	3001	1352
1034	3004	1349
1035	3007	1346
1036	3010	1343
1037	3012	1340
1038	3015	1338
1039	3018	1335
1040	3021	1332
1041	3024	1329
1042	3027	1326
1043	3030	1323
1044	3034	1321
1045	3036	1318
1046	3040	1315
1047	3043	1312
1048	3045	1309
1049	3048	1306
1050	3052	1304
1051	3055	1301
1052	3058	1298
1053	3060	1295
1054	3064	1292
1055	3067	1289
1056	3069	1286
1057	3072	1283
1058	3075	1280
1059	3078	1277
1060	3081	1274
1061	3084	1271
1062	3086	1268
1063	3089	1266
1064	3092	1263
1065	3094	1260
1066	3097	1257
1067	3100	1254
1068	3104	1251
1069	3106	1248
1070	3109	1245
1071	3112	1242
1072	3115	1239
1073	3118	1236
1074	3121	1234
1075	3124	1231
1076	3127	1228
1077	3130	1225
1078	3133	1222
1079	3135	1219
1080	3138	1216
1081	3141	1213
1082	3144	1210
1083	3147	1207
1084	3150	1204
1085	3153	1202
1086	3156	1199
1087	3159	1196
1088	3162	1193
1089	3165	1190
1090	3167	1187
1091	3170	1184
1092	3173	1181
1093	3176	1178
1094	3179	1175
1095	3182	1172
1096	3184	1170
1097	3187	1167
1098	3190	1164
1099	3192	1161
1100	3195	1158
1101	3198	1155
1102	3201	1152
1103	3204	1149
1104	3206	1146
1105	3209	1143
1106	3212	1140
1107	3215	1137
1108	3218	1134
1109	3221	1131
1110	3224	1128
1111	3226	1125
1112	3229	1122
1113	3232	1120
1114	3235	1117
1115	3238	1114
1116	3241	1111
1117	3243	1108
1118	3246	1105
1119	3249	1102
1120	3252	1099
1121	3255	1096
1122	3258	1093
1123	3262	1091
1124	3264	1088
1125	3267	1085
1126	3270	1082
1127	3273	1079
1128	3275	1076
1129	3278	1073
1130	3281	1070
1131	3284	1067
1132	3286	1064
1133	3289	1061
1134	3292	1058
1135	3295	1056
1136	3298	1053
1137	3301	1050
1138	3304	1047
1139	3306	1044
1140	3309	1041
1141	3312	1038
1142	3315	1035
1143	3319	1032
1144	3321	1029
1145	3324	1026
1146	3327	1024
1147	3330	1021
1148	3333	1018
1149	3335	1015
1150	3338	1012
1151	3341	1009
1152	3344	1006
1153	3347	1003
1154	3349	1000
1155	3352	997
1156	3355	994
1157	3358	991
1158	3361	988
1159	3363	985
1160	3366	983
1161	3369	980
1162	3372	977
1163	3375	974
1164	3378	971
1165	3381	968
1166	3384	965
1167	3387	962
1168	3390	959
1169	3393	957
1170	3396	954
1171	3399	951
1172	3402	948
1173	3405	945
1174	3409	942
1175	3412	940
1176	3415	937
1177	3417	934
1178	3420	931
1179	3423	928
1180	3425	925
1181	3428	922
1182	3431	919
1183	3434	916
1184	3436	913
1185	3439	910
1186	3442	907
1187	3445	904
1188	3448	901
1189	3450	898
1190	3453	895
1191	3456	893
1192	3460	890
1193	3463	887
1194	3466	884
1195	3468	881
1196	3471	878
1197	3474	875
1198	3477	872
1199	3480	870
1200	3482	867
1201	3485	864
1202	3488	861
1203	3491	858
1204	3494	855
1205	3497	852
1206	3500	849
1207	3503	846
1208	3506	843
1209	3509	841
1210	3511	838
1211	3514	835
1212	3517	832
1213	3520	829
1214	3523	826
1215	3526	823
1216	3528	820
1217	3532	817
1218	3535	814
1219	3537	811
1220	3540	809
1221	3543	806
1222	3546	803
1223	3549	800
1224	3551	797
1225	3554	794
1226	3557	791
1227	3560	788
1228	3563	785
1229	3565	782
1230	3568	779
1231	3571	776
1232	3574	774
1233	3577	771
1234	3580	768
1235	3583	765
1236	3585	762
1237	3588	759
1238	3592	756
1239	3595	753
1240	3598	751
1241	3601	748
1242	3604	745
1243	3607	742
1244	3610	739
1245	3613	736
1246	3616	733
1247	3618	730
1248	3621	727
1249	3624	724
1250	3627	721
1251	3629	719
1252	3632	716
1253	3635	713
1254	3638	710
1255	3641	707
1256	3644	704
1257	3647	701
1258	3650	698
1259	3653	695
1260	3656	693
1261	3659	690
1262	3662	687
1263	3665	684
1264	3668	681
1265	3671	678
1266	3674	675
1267	3676	672
1268	3679	669
1269	3682	666
1270	3685	663
1271	3689	661
1272	3691	658
1273	3694	655
1274	3697	652
1275	3699	649
1276	3703	646
1277	3706	643
1278	3709	640
1279	3711	637
1280	3714	635
1281	3717	632
1282	3720	629
1283	3723	626
1284	3725	623
1285	3728	620
1286	3731	617
1287	3734	614
1288	3737	611
1289	3739	608
1290	3742	605
1291	3745	602
1292	3748	600
1293	3751	597
1294	3754	594
1295	3756	591
1296	3759	588
1297	3762	585
1298	3764	582
1299	3767	579
1300	3770	576
1301	3773	573
1302	3776	570
1303	3779	568
1304	3782	565
1305	3784	562
1306	3787	559
1307	3790	556
1308	3793	553
1309	3796	550
1310	3798	547
1311	3801	544
1312	3804	541
1313	3807	538
1314	3810	536
1315	3813	533
1316	3815	530
1317	3819	527
1318	3821	524
1319	3824	521
1320	3827	518
1321	3830	515
1322	3833	512
1323	3836	509
1324	3838	507
1325	3841	504
1326	3844	501
1327	3847	498
1328	3851	495
1329	3854	492
1330	3858	489
1331	3861	487
1332	3866	484
1333	3870	481
1334	3873	478
1335	3876	475
1336	3879	472
1337	3881	469
1338	3885	467
1339	3888	464
1340	3891	461
1341	3894	458
1342	3897	455
1343	3900	452
1344	3903	449
1345	3905	446
1346	3908	443
1347	3911	441
1348	3914	438
1349	3917	435
1350	3920	432
1351	3923	429
1352	3926	426
1353	3928	423
1354	3931	420
1355	3934	417
1356	3937	414
1357	3939	411
1358	3942	409
1359	3945	406
1360	3949	403
1361	3953	400
1362	3956	397
1363	3959	394
1364	3962	391
1365	3966	389
1366	3969	386
1367	3972	383
1368	3975	380
1369	3979	377
1370	3982	374
1371	3985	371
1372	3988	368
1373	3990	365
1374	3993	363
1375	3996	360
1376	4000	357
1377	4002	354
1378	4005	351
1379	4008	348
1380	4011	345
1381	4014	342
1382	4016	339
1383	4019	336
1384	4023	334
1385	4026	331
1386	4029	328
1387	4032	325
1388	4035	322
1389	4039	319
1390	4042	316
1391	4045	313
1392	4048	311
1393	4052	308
1394	4055	305
1395	4057	302
1396	4060	299
1397	4064	296
1398	4068	293
1399	4073	290
1400	4077	288
1401	4080	285
1402	4082	282
1403	4085	279
1404	4089	276
1405	4092	273
1406	4095	270
1407	4098	267
1408	4103	265
1409	4105	262
1410	4108	259
1411	4111	256
1412	4114	253
1413	4117	250
1414	4120	247
1415	4123	244
1416	4126	241
1417	4128	238
1418	4131	235
1419	4134	232
1420	4137	230
1421	4140	227
1422	4142	224
1423	4146	221
1424	4148	218
1425	4152	215
1426	4155	212
1427	4157	209
1428	4160	206
1429	4163	203
1430	4166	200
1431	4170	198
1432	4172	195
1433	4175	192
1434	4178	189
1435	4181	186
1436	4184	183
1437	4187	180
1438	4190	177
1439	4193	174
1440	4195	171
1441	4199	168
1442	4202	166
1443	4205	163
1444	4207	160
1445	4210	157
1446	4213	154
1447	4216	151
1448	4219	148
1449	4222	145
1450	4224	142
1451	4227	139
1452	4230	136
1453	4233	133
1454	4236	131
1455	4238	128
1456	4241	125
1457	4244	122
1458	4247	119
1459	4250	116
1460	4253	113
1461	4255	110
1462	4258	107
1463	4260	104
1464	4263	101
1465	4267	98
1466	4269	96
1467	4272	93
1468	4275	90
1469	4278	87
1470	4281	84
1471	4284	81
1472	4287	78
1473	4289	75
1474	4292	72
1475	4295	69
1476	4298	66
1477	4301	64
1478	4304	61
1479	4306	58
1480	4309	55
1481	4312	52
1482	4315	49
1483	4318	46
1484	4321	43
1485	4323	40
1486	4326	37
1487	4329	34
1488	4332	32
1489	4335	29
1490	4338	26
1491	4341	23
1492	4345	20
1493	4348	17
1494	4352	14
1495	4355	11
1496	4358	8
1497	4361	5
1498	4364	2
1499	4367	0
